*************************************************
   ChampSim Multicore Out-of-Order Simulator
   Last compiled: Dec 11 2024 17:59:53
*************************************************
parsing config file: /home/functionmain/桌面/Pythia/config/spp_dev2.ini

trace_0 /home/functionmain/桌面/Pythia/traces/436.cactusADM-1804B.champsimtrace.xz
adding L2C_PREFETCHER: SPP_dev2
Initialize SIGNATURE TABLE
ST_SET: 1
ST_WAY: 256
ST_TAG_BIT: 16
ST_TAG_MASK: ffff

Initialize PATTERN TABLE
PT_SET: 512
PT_WAY: 4
SIG_DELTA_BIT: 7
C_SIG_BIT: 4
C_DELTA_BIT: 4

Initialize PREFETCH FILTER
FILTER_SET: 1024
fill_threshold: 90
pf_threshold: 40

Initialize SHIP state
warmup_instructions 100000000
simulation_instructions 500000000
champsim_seed 271
measure_ipc 0
measure_ipc_epoch 1000
measure_dram_bw 1
measure_dram_bw_epoch 256
measure_cache_acc 1
measure_cache_acc_epoch 1024
l1d_perfect 0
l2c_perfect 0
llc_perfect 0
l1d_semi_perfect 0
l2c_semi_perfect 0
llc_semi_perfect 0
semi_perfect_cache_page_buffer_size 64

num_cpus 1
cpu_freq 4000
dram_io_freq 1200
page_size 4096
block_size 64
max_read_per_cycle 8
max_fill_per_cycle 1
dram_channels 1
log2_dram_channels 0
dram_ranks 1
dram_banks 8
dram_rows 65536
dram_columns 128
dram_row_size 8
dram_size 4096
dram_pages 1048576

fetch_width 6
decode_width 6
exec_width 4
lq_width 2
sq_width 2
retire_width 4
scheduler_size 128
branch_mispredict_penalty 20
rob_size 256
lq_size 72
sq_size 56
num_instr_destinations_sparc 4
num_instr_destinations 2
num_instr_sources 4

itlb_set 16
itlb_way 8
itlb_rq_size 16
itlb_wq_size 16
itlb_pq_size 0
itlb_mshr_size 8
itlb_latency 1

dtlb_set 16
dtlb_way 4
dtlb_rq_size 16
dtlb_wq_size 16
dtlb_pq_size 0
dtlb_mshr_size 8
dtlb_latency 1

stlb_set 128
stlb_way 12
stlb_rq_size 32
stlb_wq_size 32
stlb_pq_size 0
stlb_mshr_size 16
stlb_latency 8

l1i_size 32
l1i_set 64
l1i_way 8
l1i_rq_size 64
l1i_wq_size 64
l1i_pq_size 8
l1i_mshr_size 8
l1i_latency 1

l1d_size 32
l1d_set 64
l1d_way 8
l1d_rq_size 64
l1d_wq_size 64
l1d_pq_size 8
l1d_mshr_size 16
l1d_latency 4

l2c_size 256
l2c_set 512
l2c_way 8
l2c_rq_size 32
l2c_wq_size 32
l2c_pq_size 32
l2c_mshr_size 32
l2c_latency 10

llc_size 2048
llc_set 2048
llc_way 16
llc_rq_size 32
llc_wq_size 32
llc_pq_size 32
llc_mshr_size 64
llc_latency 20

dram_channel_width 8
dram_wq_size 64
dram_rq_size 64
tRP 15
tRCD 15
tCAS 12.5
dram_dbus_turn_around_time 30
dram_write_high_wm 56
dram_write_low_wm 48
min_dram_writes_per_switch 16
dram_mtps 1200
dram_dbus_return_time 26


Heartbeat CPU  0 instructions:    1000000 cycles:     702346 heartbeat IPC: 1.42380 cumulative IPC: 1.42380 (Simulation time: 0 hr 0 min 2 sec) 
Heartbeat CPU  0 instructions:    2000000 cycles:    1404560 heartbeat IPC: 1.42407 cumulative IPC: 1.42393 (Simulation time: 0 hr 0 min 5 sec) 
Heartbeat CPU  0 instructions:    3000000 cycles:    2106930 heartbeat IPC: 1.42375 cumulative IPC: 1.42387 (Simulation time: 0 hr 0 min 7 sec) 
Heartbeat CPU  0 instructions:    4000000 cycles:    2809292 heartbeat IPC: 1.42377 cumulative IPC: 1.42385 (Simulation time: 0 hr 0 min 9 sec) 
Heartbeat CPU  0 instructions:    5000000 cycles:    3511500 heartbeat IPC: 1.42408 cumulative IPC: 1.42389 (Simulation time: 0 hr 0 min 12 sec) 
Heartbeat CPU  0 instructions:    6000000 cycles:    4213918 heartbeat IPC: 1.42365 cumulative IPC: 1.42385 (Simulation time: 0 hr 0 min 14 sec) 
Heartbeat CPU  0 instructions:    7000001 cycles:    4916339 heartbeat IPC: 1.42365 cumulative IPC: 1.42382 (Simulation time: 0 hr 0 min 16 sec) 
Heartbeat CPU  0 instructions:    8000000 cycles:    5618454 heartbeat IPC: 1.42427 cumulative IPC: 1.42388 (Simulation time: 0 hr 0 min 19 sec) 
Heartbeat CPU  0 instructions:    9000001 cycles:    6320932 heartbeat IPC: 1.42353 cumulative IPC: 1.42384 (Simulation time: 0 hr 0 min 21 sec) 
Heartbeat CPU  0 instructions:   10000000 cycles:    7023154 heartbeat IPC: 1.42405 cumulative IPC: 1.42386 (Simulation time: 0 hr 0 min 23 sec) 
Heartbeat CPU  0 instructions:   11000002 cycles:    7725368 heartbeat IPC: 1.42407 cumulative IPC: 1.42388 (Simulation time: 0 hr 0 min 26 sec) 
Heartbeat CPU  0 instructions:   12000000 cycles:    8427564 heartbeat IPC: 1.42410 cumulative IPC: 1.42390 (Simulation time: 0 hr 0 min 28 sec) 
Heartbeat CPU  0 instructions:   13000000 cycles:    9130107 heartbeat IPC: 1.42340 cumulative IPC: 1.42386 (Simulation time: 0 hr 0 min 30 sec) 
Heartbeat CPU  0 instructions:   14000002 cycles:    9832352 heartbeat IPC: 1.42401 cumulative IPC: 1.42387 (Simulation time: 0 hr 0 min 33 sec) 
Heartbeat CPU  0 instructions:   15000002 cycles:   10534339 heartbeat IPC: 1.42453 cumulative IPC: 1.42391 (Simulation time: 0 hr 0 min 35 sec) 
Heartbeat CPU  0 instructions:   16000000 cycles:   11236902 heartbeat IPC: 1.42336 cumulative IPC: 1.42388 (Simulation time: 0 hr 0 min 37 sec) 
Heartbeat CPU  0 instructions:   17000000 cycles:   11939517 heartbeat IPC: 1.42325 cumulative IPC: 1.42384 (Simulation time: 0 hr 0 min 40 sec) 
Heartbeat CPU  0 instructions:   18000001 cycles:   12600735 heartbeat IPC: 1.51236 cumulative IPC: 1.42849 (Simulation time: 0 hr 0 min 42 sec) 
Heartbeat CPU  0 instructions:   19000000 cycles:   13236230 heartbeat IPC: 1.57357 cumulative IPC: 1.43545 (Simulation time: 0 hr 0 min 44 sec) 
Heartbeat CPU  0 instructions:   20000000 cycles:   13938792 heartbeat IPC: 1.42336 cumulative IPC: 1.43484 (Simulation time: 0 hr 0 min 47 sec) 
Heartbeat CPU  0 instructions:   21000000 cycles:   14641251 heartbeat IPC: 1.42357 cumulative IPC: 1.43430 (Simulation time: 0 hr 0 min 49 sec) 
Heartbeat CPU  0 instructions:   22000002 cycles:   15343530 heartbeat IPC: 1.42394 cumulative IPC: 1.43383 (Simulation time: 0 hr 0 min 51 sec) 
Heartbeat CPU  0 instructions:   23000001 cycles:   16045981 heartbeat IPC: 1.42359 cumulative IPC: 1.43338 (Simulation time: 0 hr 0 min 54 sec) 
Heartbeat CPU  0 instructions:   24000000 cycles:   16748131 heartbeat IPC: 1.42420 cumulative IPC: 1.43300 (Simulation time: 0 hr 0 min 56 sec) 
Heartbeat CPU  0 instructions:   25000001 cycles:   17450456 heartbeat IPC: 1.42384 cumulative IPC: 1.43263 (Simulation time: 0 hr 0 min 58 sec) 
Heartbeat CPU  0 instructions:   26000003 cycles:   18153109 heartbeat IPC: 1.42318 cumulative IPC: 1.43226 (Simulation time: 0 hr 1 min 1 sec) 
Heartbeat CPU  0 instructions:   27000003 cycles:   18855399 heartbeat IPC: 1.42391 cumulative IPC: 1.43195 (Simulation time: 0 hr 1 min 3 sec) 
Heartbeat CPU  0 instructions:   28000000 cycles:   19557596 heartbeat IPC: 1.42410 cumulative IPC: 1.43167 (Simulation time: 0 hr 1 min 5 sec) 
Heartbeat CPU  0 instructions:   29000000 cycles:   20260050 heartbeat IPC: 1.42358 cumulative IPC: 1.43139 (Simulation time: 0 hr 1 min 8 sec) 
Heartbeat CPU  0 instructions:   30000003 cycles:   20962466 heartbeat IPC: 1.42366 cumulative IPC: 1.43113 (Simulation time: 0 hr 1 min 10 sec) 
Heartbeat CPU  0 instructions:   31000003 cycles:   21664400 heartbeat IPC: 1.42464 cumulative IPC: 1.43092 (Simulation time: 0 hr 1 min 12 sec) 
Heartbeat CPU  0 instructions:   32000000 cycles:   22366507 heartbeat IPC: 1.42428 cumulative IPC: 1.43071 (Simulation time: 0 hr 1 min 15 sec) 
Heartbeat CPU  0 instructions:   33000001 cycles:   23069272 heartbeat IPC: 1.42295 cumulative IPC: 1.43047 (Simulation time: 0 hr 1 min 17 sec) 
Heartbeat CPU  0 instructions:   34000000 cycles:   23771441 heartbeat IPC: 1.42416 cumulative IPC: 1.43029 (Simulation time: 0 hr 1 min 19 sec) 
Heartbeat CPU  0 instructions:   35000001 cycles:   24473695 heartbeat IPC: 1.42399 cumulative IPC: 1.43011 (Simulation time: 0 hr 1 min 22 sec) 
