*************************************************
   ChampSim Multicore Out-of-Order Simulator
   Last compiled: Dec 11 2024 17:59:53
*************************************************
parsing config file: /home/functionmain/桌面/Pythia/config/spp_dev2.ini

trace_0 /home/functionmain/桌面/Pythia/traces/445.gobmk-36B.champsimtrace.xz
adding L2C_PREFETCHER: SPP_dev2
Initialize SIGNATURE TABLE
ST_SET: 1
ST_WAY: 256
ST_TAG_BIT: 16
ST_TAG_MASK: ffff

Initialize PATTERN TABLE
PT_SET: 512
PT_WAY: 4
SIG_DELTA_BIT: 7
C_SIG_BIT: 4
C_DELTA_BIT: 4

Initialize PREFETCH FILTER
FILTER_SET: 1024
fill_threshold: 90
pf_threshold: 40

Initialize SHIP state
warmup_instructions 100000000
simulation_instructions 500000000
champsim_seed 171
measure_ipc 0
measure_ipc_epoch 1000
measure_dram_bw 1
measure_dram_bw_epoch 256
measure_cache_acc 1
measure_cache_acc_epoch 1024
l1d_perfect 0
l2c_perfect 0
llc_perfect 0
l1d_semi_perfect 0
l2c_semi_perfect 0
llc_semi_perfect 0
semi_perfect_cache_page_buffer_size 64

num_cpus 1
cpu_freq 4000
dram_io_freq 1200
page_size 4096
block_size 64
max_read_per_cycle 8
max_fill_per_cycle 1
dram_channels 1
log2_dram_channels 0
dram_ranks 1
dram_banks 8
dram_rows 65536
dram_columns 128
dram_row_size 8
dram_size 4096
dram_pages 1048576

fetch_width 6
decode_width 6
exec_width 4
lq_width 2
sq_width 2
retire_width 4
scheduler_size 128
branch_mispredict_penalty 20
rob_size 256
lq_size 72
sq_size 56
num_instr_destinations_sparc 4
num_instr_destinations 2
num_instr_sources 4

itlb_set 16
itlb_way 8
itlb_rq_size 16
itlb_wq_size 16
itlb_pq_size 0
itlb_mshr_size 8
itlb_latency 1

dtlb_set 16
dtlb_way 4
dtlb_rq_size 16
dtlb_wq_size 16
dtlb_pq_size 0
dtlb_mshr_size 8
dtlb_latency 1

stlb_set 128
stlb_way 12
stlb_rq_size 32
stlb_wq_size 32
stlb_pq_size 0
stlb_mshr_size 16
stlb_latency 8

l1i_size 32
l1i_set 64
l1i_way 8
l1i_rq_size 64
l1i_wq_size 64
l1i_pq_size 8
l1i_mshr_size 8
l1i_latency 1

l1d_size 32
l1d_set 64
l1d_way 8
l1d_rq_size 64
l1d_wq_size 64
l1d_pq_size 8
l1d_mshr_size 16
l1d_latency 4

l2c_size 256
l2c_set 512
l2c_way 8
l2c_rq_size 32
l2c_wq_size 32
l2c_pq_size 32
l2c_mshr_size 32
l2c_latency 10

llc_size 2048
llc_set 2048
llc_way 16
llc_rq_size 32
llc_wq_size 32
llc_pq_size 32
llc_mshr_size 64
llc_latency 20

dram_channel_width 8
dram_wq_size 64
dram_rq_size 64
tRP 15
tRCD 15
tCAS 12.5
dram_dbus_turn_around_time 30
dram_write_high_wm 56
dram_write_low_wm 48
min_dram_writes_per_switch 16
dram_mtps 1200
dram_dbus_return_time 26


Heartbeat CPU  0 instructions:    1000000 cycles:    1143375 heartbeat IPC: 0.87460 cumulative IPC: 0.87460 (Simulation time: 0 hr 0 min 1 sec) 
Heartbeat CPU  0 instructions:    2000000 cycles:    2306859 heartbeat IPC: 0.85949 cumulative IPC: 0.86698 (Simulation time: 0 hr 0 min 2 sec) 
Heartbeat CPU  0 instructions:    3000000 cycles:    3459311 heartbeat IPC: 0.86772 cumulative IPC: 0.86722 (Simulation time: 0 hr 0 min 3 sec) 
Heartbeat CPU  0 instructions:    4000000 cycles:    4510728 heartbeat IPC: 0.95110 cumulative IPC: 0.88677 (Simulation time: 0 hr 0 min 4 sec) 
Heartbeat CPU  0 instructions:    5000001 cycles:    5594528 heartbeat IPC: 0.92268 cumulative IPC: 0.89373 (Simulation time: 0 hr 0 min 6 sec) 
Heartbeat CPU  0 instructions:    6000000 cycles:    6675544 heartbeat IPC: 0.92505 cumulative IPC: 0.89880 (Simulation time: 0 hr 0 min 7 sec) 
Heartbeat CPU  0 instructions:    7000002 cycles:    7776849 heartbeat IPC: 0.90802 cumulative IPC: 0.90011 (Simulation time: 0 hr 0 min 8 sec) 
Heartbeat CPU  0 instructions:    8000000 cycles:    8891860 heartbeat IPC: 0.89685 cumulative IPC: 0.89970 (Simulation time: 0 hr 0 min 9 sec) 
Heartbeat CPU  0 instructions:    9000002 cycles:   10003612 heartbeat IPC: 0.89948 cumulative IPC: 0.89968 (Simulation time: 0 hr 0 min 10 sec) 
Heartbeat CPU  0 instructions:   10000000 cycles:   10942775 heartbeat IPC: 1.06478 cumulative IPC: 0.91385 (Simulation time: 0 hr 0 min 11 sec) 
Heartbeat CPU  0 instructions:   11000002 cycles:   11926670 heartbeat IPC: 1.01637 cumulative IPC: 0.92230 (Simulation time: 0 hr 0 min 12 sec) 
Heartbeat CPU  0 instructions:   12000000 cycles:   13064402 heartbeat IPC: 0.87894 cumulative IPC: 0.91853 (Simulation time: 0 hr 0 min 14 sec) 
Heartbeat CPU  0 instructions:   13000001 cycles:   14085236 heartbeat IPC: 0.97959 cumulative IPC: 0.92295 (Simulation time: 0 hr 0 min 15 sec) 
Heartbeat CPU  0 instructions:   14000001 cycles:   15202356 heartbeat IPC: 0.89516 cumulative IPC: 0.92091 (Simulation time: 0 hr 0 min 16 sec) 
Heartbeat CPU  0 instructions:   15000003 cycles:   16231927 heartbeat IPC: 0.97128 cumulative IPC: 0.92410 (Simulation time: 0 hr 0 min 17 sec) 
Heartbeat CPU  0 instructions:   16000000 cycles:   17274229 heartbeat IPC: 0.95941 cumulative IPC: 0.92624 (Simulation time: 0 hr 0 min 18 sec) 
Heartbeat CPU  0 instructions:   17000001 cycles:   18299169 heartbeat IPC: 0.97567 cumulative IPC: 0.92900 (Simulation time: 0 hr 0 min 19 sec) 
Heartbeat CPU  0 instructions:   18000001 cycles:   19403483 heartbeat IPC: 0.90554 cumulative IPC: 0.92767 (Simulation time: 0 hr 0 min 21 sec) 
Heartbeat CPU  0 instructions:   19000003 cycles:   20431952 heartbeat IPC: 0.97232 cumulative IPC: 0.92992 (Simulation time: 0 hr 0 min 22 sec) 
Heartbeat CPU  0 instructions:   20000000 cycles:   21406793 heartbeat IPC: 1.02581 cumulative IPC: 0.93428 (Simulation time: 0 hr 0 min 23 sec) 
Heartbeat CPU  0 instructions:   21000002 cycles:   22411654 heartbeat IPC: 0.99516 cumulative IPC: 0.93701 (Simulation time: 0 hr 0 min 24 sec) 
Heartbeat CPU  0 instructions:   22000002 cycles:   23404057 heartbeat IPC: 1.00766 cumulative IPC: 0.94001 (Simulation time: 0 hr 0 min 25 sec) 
Heartbeat CPU  0 instructions:   23000000 cycles:   24444104 heartbeat IPC: 0.96149 cumulative IPC: 0.94092 (Simulation time: 0 hr 0 min 26 sec) 
Heartbeat CPU  0 instructions:   24000000 cycles:   25400898 heartbeat IPC: 1.04516 cumulative IPC: 0.94485 (Simulation time: 0 hr 0 min 28 sec) 
Heartbeat CPU  0 instructions:   25000000 cycles:   26459093 heartbeat IPC: 0.94501 cumulative IPC: 0.94485 (Simulation time: 0 hr 0 min 29 sec) 
Heartbeat CPU  0 instructions:   26000001 cycles:   27521566 heartbeat IPC: 0.94120 cumulative IPC: 0.94471 (Simulation time: 0 hr 0 min 30 sec) 
Heartbeat CPU  0 instructions:   27000001 cycles:   28509966 heartbeat IPC: 1.01174 cumulative IPC: 0.94704 (Simulation time: 0 hr 0 min 31 sec) 
Heartbeat CPU  0 instructions:   28000000 cycles:   29571941 heartbeat IPC: 0.94164 cumulative IPC: 0.94684 (Simulation time: 0 hr 0 min 32 sec) 
Heartbeat CPU  0 instructions:   29000002 cycles:   30608710 heartbeat IPC: 0.96454 cumulative IPC: 0.94744 (Simulation time: 0 hr 0 min 33 sec) 
Heartbeat CPU  0 instructions:   30000001 cycles:   31606019 heartbeat IPC: 1.00270 cumulative IPC: 0.94919 (Simulation time: 0 hr 0 min 35 sec) 
Heartbeat CPU  0 instructions:   31000002 cycles:   32715773 heartbeat IPC: 0.90110 cumulative IPC: 0.94756 (Simulation time: 0 hr 0 min 36 sec) 
Heartbeat CPU  0 instructions:   32000000 cycles:   33764708 heartbeat IPC: 0.95335 cumulative IPC: 0.94774 (Simulation time: 0 hr 0 min 37 sec) 
Heartbeat CPU  0 instructions:   33000000 cycles:   34831606 heartbeat IPC: 0.93730 cumulative IPC: 0.94742 (Simulation time: 0 hr 0 min 38 sec) 
Heartbeat CPU  0 instructions:   34000000 cycles:   35878507 heartbeat IPC: 0.95520 cumulative IPC: 0.94764 (Simulation time: 0 hr 0 min 39 sec) 
Heartbeat CPU  0 instructions:   35000003 cycles:   36875079 heartbeat IPC: 1.00344 cumulative IPC: 0.94915 (Simulation time: 0 hr 0 min 41 sec) 
