*************************************************
   ChampSim Multicore Out-of-Order Simulator
   Last compiled: Dec 11 2024 17:59:53
*************************************************
parsing config file: /home/functionmain/桌面/Pythia/config/bingo.ini

trace_0 /home/functionmain/桌面/Pythia/traces/410.bwaves-1963B.champsimtrace.xz
Heartbeat CPU  0 instructions:    2000002 cycles:    1316324 heartbeat IPC: 1.51990 cumulative IPC: 1.51938 (Simulation time: 0 hr 0 min 4 sec) 
Heartbeat CPU  0 instructions:    3000002 cycles:    1974294 heartbeat IPC: 1.51983 cumulative IPC: 1.51953 (Simulation time: 0 hr 0 min 6 sec) 
Heartbeat CPU  0 instructions:    4000000 cycles:    2632192 heartbeat IPC: 1.51999 cumulative IPC: 1.51965 (Simulation time: 0 hr 0 min 8 sec) 
Heartbeat CPU  0 instructions:    5000002 cycles:    3290251 heartbeat IPC: 1.51962 cumulative IPC: 1.51964 (Simulation time: 0 hr 0 min 10 sec) 
Heartbeat CPU  0 instructions:    6000002 cycles:    3948195 heartbeat IPC: 1.51989 cumulative IPC: 1.51968 (Simulation time: 0 hr 0 min 12 sec) 
Heartbeat CPU  0 instructions:    7000000 cycles:    4606175 heartbeat IPC: 1.51980 cumulative IPC: 1.51970 (Simulation time: 0 hr 0 min 14 sec) 
Heartbeat CPU  0 instructions:    8000000 cycles:    5264059 heartbeat IPC: 1.52002 cumulative IPC: 1.51974 (Simulation time: 0 hr 0 min 16 sec) 
Heartbeat CPU  0 instructions:    9000001 cycles:    5921981 heartbeat IPC: 1.51994 cumulative IPC: 1.51976 (Simulation time: 0 hr 0 min 18 sec) 
Heartbeat CPU  0 instructions:   10000002 cycles:    6579905 heartbeat IPC: 1.51993 cumulative IPC: 1.51978 (Simulation time: 0 hr 0 min 20 sec) 
Heartbeat CPU  0 instructions:   11000001 cycles:    7237855 heartbeat IPC: 1.51987 cumulative IPC: 1.51979 (Simulation time: 0 hr 0 min 22 sec) 
Heartbeat CPU  0 instructions:   12000000 cycles:    7895690 heartbeat IPC: 1.52014 cumulative IPC: 1.51982 (Simulation time: 0 hr 0 min 24 sec) 
Heartbeat CPU  0 instructions:   13000001 cycles:    8553703 heartbeat IPC: 1.51973 cumulative IPC: 1.51981 (Simulation time: 0 hr 0 min 26 sec) 
Heartbeat CPU  0 instructions:   14000001 cycles:    9211511 heartbeat IPC: 1.52020 cumulative IPC: 1.51984 (Simulation time: 0 hr 0 min 28 sec) 
Heartbeat CPU  0 instructions:   15000000 cycles:    9869291 heartbeat IPC: 1.52026 cumulative IPC: 1.51987 (Simulation time: 0 hr 0 min 30 sec) 
Heartbeat CPU  0 instructions:   16000000 cycles:   10527134 heartbeat IPC: 1.52012 cumulative IPC: 1.51988 (Simulation time: 0 hr 0 min 32 sec) 
Heartbeat CPU  0 instructions:   17000002 cycles:   11185048 heartbeat IPC: 1.51996 cumulative IPC: 1.51989 (Simulation time: 0 hr 0 min 34 sec) 
Heartbeat CPU  0 instructions:   18000000 cycles:   11842910 heartbeat IPC: 1.52007 cumulative IPC: 1.51990 (Simulation time: 0 hr 0 min 36 sec) 
Heartbeat CPU  0 instructions:   19000001 cycles:   12500770 heartbeat IPC: 1.52008 cumulative IPC: 1.51991 (Simulation time: 0 hr 0 min 38 sec) 
Heartbeat CPU  0 instructions:   20000000 cycles:   13158571 heartbeat IPC: 1.52022 cumulative IPC: 1.51992 (Simulation time: 0 hr 0 min 40 sec) 
Heartbeat CPU  0 instructions:   21000003 cycles:   13816472 heartbeat IPC: 1.51999 cumulative IPC: 1.51993 (Simulation time: 0 hr 0 min 42 sec) 
Heartbeat CPU  0 instructions:   22000001 cycles:   14474252 heartbeat IPC: 1.52026 cumulative IPC: 1.51994 (Simulation time: 0 hr 0 min 44 sec) 
Heartbeat CPU  0 instructions:   23000001 cycles:   15132080 heartbeat IPC: 1.52015 cumulative IPC: 1.51995 (Simulation time: 0 hr 0 min 46 sec) 
Heartbeat CPU  0 instructions:   24000000 cycles:   15789835 heartbeat IPC: 1.52032 cumulative IPC: 1.51997 (Simulation time: 0 hr 0 min 48 sec) 
Heartbeat CPU  0 instructions:   25000001 cycles:   16447806 heartbeat IPC: 1.51983 cumulative IPC: 1.51996 (Simulation time: 0 hr 0 min 50 sec) 
Heartbeat CPU  0 instructions:   26000003 cycles:   17105486 heartbeat IPC: 1.52050 cumulative IPC: 1.51998 (Simulation time: 0 hr 0 min 52 sec) 
Heartbeat CPU  0 instructions:   27000000 cycles:   17763329 heartbeat IPC: 1.52012 cumulative IPC: 1.51999 (Simulation time: 0 hr 0 min 54 sec) 
Heartbeat CPU  0 instructions:   28000000 cycles:   18421130 heartbeat IPC: 1.52022 cumulative IPC: 1.51999 (Simulation time: 0 hr 0 min 56 sec) 
Heartbeat CPU  0 instructions:   29000000 cycles:   19079058 heartbeat IPC: 1.51992 cumulative IPC: 1.51999 (Simulation time: 0 hr 0 min 58 sec) 
Heartbeat CPU  0 instructions:   30000001 cycles:   19736898 heartbeat IPC: 1.52013 cumulative IPC: 1.52000 (Simulation time: 0 hr 1 min 0 sec) 
Heartbeat CPU  0 instructions:   31000002 cycles:   20394818 heartbeat IPC: 1.51994 cumulative IPC: 1.51999 (Simulation time: 0 hr 1 min 2 sec) 
Heartbeat CPU  0 instructions:   32000000 cycles:   21052763 heartbeat IPC: 1.51988 cumulative IPC: 1.51999 (Simulation time: 0 hr 1 min 4 sec) 
Heartbeat CPU  0 instructions:   33000003 cycles:   21710778 heartbeat IPC: 1.51973 cumulative IPC: 1.51998 (Simulation time: 0 hr 1 min 6 sec) 
Heartbeat CPU  0 instructions:   34000002 cycles:   22368715 heartbeat IPC: 1.51990 cumulative IPC: 1.51998 (Simulation time: 0 hr 1 min 8 sec) 
Heartbeat CPU  0 instructions:   35000000 cycles:   23026647 heartbeat IPC: 1.51991 cumulative IPC: 1.51998 (Simulation time: 0 hr 1 min 10 sec) 
Heartbeat CPU  0 instructions:   36000000 cycles:   23684609 heartbeat IPC: 1.51984 cumulative IPC: 1.51997 (Simulation time: 0 hr 1 min 12 sec) 
Heartbeat CPU  0 instructions:   37000002 cycles:   24342610 heartbeat IPC: 1.51976 cumulative IPC: 1.51997 (Simulation time: 0 hr 1 min 14 sec) 
Heartbeat CPU  0 instructions:   38000000 cycles:   25000499 heartbeat IPC: 1.52001 cumulative IPC: 1.51997 (Simulation time: 0 hr 1 min 16 sec) 
Heartbeat CPU  0 instructions:   39000000 cycles:   25658529 heartbeat IPC: 1.51969 cumulative IPC: 1.51996 (Simulation time: 0 hr 1 min 18 sec) 
Heartbeat CPU  0 instructions:   40000000 cycles:   26316380 heartbeat IPC: 1.52010 cumulative IPC: 1.51997 (Simulation time: 0 hr 1 min 20 sec) 
Heartbeat CPU  0 instructions:   41000000 cycles:   26974412 heartbeat IPC: 1.51968 cumulative IPC: 1.51996 (Simulation time: 0 hr 1 min 22 sec) 
Heartbeat CPU  0 instructions:   42000003 cycles:   27632380 heartbeat IPC: 1.51984 cumulative IPC: 1.51996 (Simulation time: 0 hr 1 min 24 sec) 
Heartbeat CPU  0 instructions:   43000001 cycles:   28290251 heartbeat IPC: 1.52005 cumulative IPC: 1.51996 (Simulation time: 0 hr 1 min 26 sec) 
Heartbeat CPU  0 instructions:   44000000 cycles:   28948071 heartbeat IPC: 1.52017 cumulative IPC: 1.51996 (Simulation time: 0 hr 1 min 28 sec) 
Heartbeat CPU  0 instructions:   45000000 cycles:   29605946 heartbeat IPC: 1.52005 cumulative IPC: 1.51996 (Simulation time: 0 hr 1 min 30 sec) 
Heartbeat CPU  0 instructions:   46000001 cycles:   30263789 heartbeat IPC: 1.52012 cumulative IPC: 1.51997 (Simulation time: 0 hr 1 min 32 sec) 
Heartbeat CPU  0 instructions:   47000003 cycles:   30921669 heartbeat IPC: 1.52004 cumulative IPC: 1.51997 (Simulation time: 0 hr 1 min 34 sec) 
Heartbeat CPU  0 instructions:   48000000 cycles:   31579361 heartbeat IPC: 1.52046 cumulative IPC: 1.51998 (Simulation time: 0 hr 1 min 36 sec) 
Heartbeat CPU  0 instructions:   49000000 cycles:   32237153 heartbeat IPC: 1.52024 cumulative IPC: 1.51999 (Simulation time: 0 hr 1 min 39 sec) 
Heartbeat CPU  0 instructions:   50000003 cycles:   32895081 heartbeat IPC: 1.51993 cumulative IPC: 1.51998 (Simulation time: 0 hr 1 min 41 sec) 
Heartbeat CPU  0 instructions:   51000000 cycles:   33552927 heartbeat IPC: 1.52011 cumulative IPC: 1.51999 (Simulation time: 0 hr 1 min 43 sec) 
Heartbeat CPU  0 instructions:   52000000 cycles:   34210731 heartbeat IPC: 1.52021 cumulative IPC: 1.51999 (Simulation time: 0 hr 1 min 45 sec) 
Heartbeat CPU  0 instructions:   53000003 cycles:   34868647 heartbeat IPC: 1.51996 cumulative IPC: 1.51999 (Simulation time: 0 hr 1 min 47 sec) 
Heartbeat CPU  0 instructions:   54000001 cycles:   35526531 heartbeat IPC: 1.52002 cumulative IPC: 1.51999 (Simulation time: 0 hr 1 min 49 sec) 
Heartbeat CPU  0 instructions:   55000003 cycles:   36184401 heartbeat IPC: 1.52006 cumulative IPC: 1.51999 (Simulation time: 0 hr 1 min 51 sec) 
Heartbeat CPU  0 instructions:   56000000 cycles:   36842262 heartbeat IPC: 1.52007 cumulative IPC: 1.51999 (Simulation time: 0 hr 1 min 53 sec) 
Heartbeat CPU  0 instructions:   57000001 cycles:   37500006 heartbeat IPC: 1.52035 cumulative IPC: 1.52000 (Simulation time: 0 hr 1 min 55 sec) 
Heartbeat CPU  0 instructions:   58000000 cycles:   38157943 heartbeat IPC: 1.51990 cumulative IPC: 1.52000 (Simulation time: 0 hr 1 min 57 sec) 
Heartbeat CPU  0 instructions:   59000002 cycles:   38815906 heartbeat IPC: 1.51985 cumulative IPC: 1.52000 (Simulation time: 0 hr 1 min 59 sec) 
Heartbeat CPU  0 instructions:   60000000 cycles:   39473699 heartbeat IPC: 1.52023 cumulative IPC: 1.52000 (Simulation time: 0 hr 2 min 1 sec) 
Heartbeat CPU  0 instructions:   61000002 cycles:   40131735 heartbeat IPC: 1.51968 cumulative IPC: 1.51999 (Simulation time: 0 hr 2 min 3 sec) 
Heartbeat CPU  0 instructions:   62000001 cycles:   40789672 heartbeat IPC: 1.51990 cumulative IPC: 1.51999 (Simulation time: 0 hr 2 min 5 sec) 
Heartbeat CPU  0 instructions:   63000002 cycles:   41447624 heartbeat IPC: 1.51987 cumulative IPC: 1.51999 (Simulation time: 0 hr 2 min 7 sec) 
Heartbeat CPU  0 instructions:   64000000 cycles:   42105579 heartbeat IPC: 1.51986 cumulative IPC: 1.51999 (Simulation time: 0 hr 2 min 9 sec) 
Heartbeat CPU  0 instructions:   65000002 cycles:   42763617 heartbeat IPC: 1.51967 cumulative IPC: 1.51998 (Simulation time: 0 hr 2 min 11 sec) 
Heartbeat CPU  0 instructions:   66000002 cycles:   43421548 heartbeat IPC: 1.51992 cumulative IPC: 1.51998 (Simulation time: 0 hr 2 min 13 sec) 
Heartbeat CPU  0 instructions:   67000002 cycles:   44079467 heartbeat IPC: 1.51994 cumulative IPC: 1.51998 (Simulation time: 0 hr 2 min 15 sec) 
Heartbeat CPU  0 instructions:   68000000 cycles:   44737350 heartbeat IPC: 1.52002 cumulative IPC: 1.51998 (Simulation time: 0 hr 2 min 17 sec) 
Heartbeat CPU  0 instructions:   69000000 cycles:   45395369 heartbeat IPC: 1.51971 cumulative IPC: 1.51998 (Simulation time: 0 hr 2 min 19 sec) 
Heartbeat CPU  0 instructions:   70000003 cycles:   46053206 heartbeat IPC: 1.52014 cumulative IPC: 1.51998 (Simulation time: 0 hr 2 min 21 sec) 
Heartbeat CPU  0 instructions:   71000003 cycles:   46711029 heartbeat IPC: 1.52017 cumulative IPC: 1.51998 (Simulation time: 0 hr 2 min 23 sec) 
Heartbeat CPU  0 instructions:   72000000 cycles:   47368906 heartbeat IPC: 1.52004 cumulative IPC: 1.51998 (Simulation time: 0 hr 2 min 25 sec) 
Heartbeat CPU  0 instructions:   73000001 cycles:   48026789 heartbeat IPC: 1.52003 cumulative IPC: 1.51999 (Simulation time: 0 hr 2 min 27 sec) 
Heartbeat CPU  0 instructions:   74000002 cycles:   48684629 heartbeat IPC: 1.52013 cumulative IPC: 1.51999 (Simulation time: 0 hr 2 min 29 sec) 
Heartbeat CPU  0 instructions:   75000001 cycles:   49342512 heartbeat IPC: 1.52003 cumulative IPC: 1.51999 (Simulation time: 0 hr 2 min 31 sec) 
Heartbeat CPU  0 instructions:   76000000 cycles:   50000335 heartbeat IPC: 1.52016 cumulative IPC: 1.51999 (Simulation time: 0 hr 2 min 33 sec) 
Heartbeat CPU  0 instructions:   77000002 cycles:   50658233 heartbeat IPC: 1.52000 cumulative IPC: 1.51999 (Simulation time: 0 hr 2 min 35 sec) 
Heartbeat CPU  0 instructions:   78000000 cycles:   51316207 heartbeat IPC: 1.51981 cumulative IPC: 1.51999 (Simulation time: 0 hr 2 min 37 sec) 
Heartbeat CPU  0 instructions:   79000003 cycles:   51974037 heartbeat IPC: 1.52015 cumulative IPC: 1.51999 (Simulation time: 0 hr 2 min 39 sec) 
Heartbeat CPU  0 instructions:   80000000 cycles:   52631877 heartbeat IPC: 1.52012 cumulative IPC: 1.51999 (Simulation time: 0 hr 2 min 41 sec) 
Heartbeat CPU  0 instructions:   81000001 cycles:   53289849 heartbeat IPC: 1.51982 cumulative IPC: 1.51999 (Simulation time: 0 hr 2 min 43 sec) 
Heartbeat CPU  0 instructions:   82000001 cycles:   53947713 heartbeat IPC: 1.52007 cumulative IPC: 1.51999 (Simulation time: 0 hr 2 min 45 sec) 
Heartbeat CPU  0 instructions:   83000001 cycles:   54605507 heartbeat IPC: 1.52023 cumulative IPC: 1.51999 (Simulation time: 0 hr 2 min 47 sec) 
Heartbeat CPU  0 instructions:   84000000 cycles:   55263311 heartbeat IPC: 1.52021 cumulative IPC: 1.52000 (Simulation time: 0 hr 2 min 49 sec) 
Heartbeat CPU  0 instructions:   85000000 cycles:   55921236 heartbeat IPC: 1.51993 cumulative IPC: 1.51999 (Simulation time: 0 hr 2 min 51 sec) 
Heartbeat CPU  0 instructions:   86000002 cycles:   56579095 heartbeat IPC: 1.52009 cumulative IPC: 1.52000 (Simulation time: 0 hr 2 min 53 sec) 
Heartbeat CPU  0 instructions:   87000001 cycles:   57237064 heartbeat IPC: 1.51983 cumulative IPC: 1.51999 (Simulation time: 0 hr 2 min 55 sec) 
Heartbeat CPU  0 instructions:   88000000 cycles:   57895130 heartbeat IPC: 1.51960 cumulative IPC: 1.51999 (Simulation time: 0 hr 2 min 57 sec) 
Heartbeat CPU  0 instructions:   89000001 cycles:   58553088 heartbeat IPC: 1.51986 cumulative IPC: 1.51999 (Simulation time: 0 hr 2 min 59 sec) 
Heartbeat CPU  0 instructions:   90000003 cycles:   59211057 heartbeat IPC: 1.51983 cumulative IPC: 1.51999 (Simulation time: 0 hr 3 min 1 sec) 
Heartbeat CPU  0 instructions:   91000000 cycles:   59868968 heartbeat IPC: 1.51996 cumulative IPC: 1.51999 (Simulation time: 0 hr 3 min 3 sec) 
Heartbeat CPU  0 instructions:   92000000 cycles:   60526933 heartbeat IPC: 1.51984 cumulative IPC: 1.51998 (Simulation time: 0 hr 3 min 5 sec) 
Heartbeat CPU  0 instructions:   93000001 cycles:   61184862 heartbeat IPC: 1.51992 cumulative IPC: 1.51998 (Simulation time: 0 hr 3 min 7 sec) 
Heartbeat CPU  0 instructions:   94000001 cycles:   61842804 heartbeat IPC: 1.51989 cumulative IPC: 1.51998 (Simulation time: 0 hr 3 min 9 sec) 
Heartbeat CPU  0 instructions:   95000000 cycles:   62500697 heartbeat IPC: 1.52000 cumulative IPC: 1.51998 (Simulation time: 0 hr 3 min 11 sec) 
Heartbeat CPU  0 instructions:   96000000 cycles:   63158549 heartbeat IPC: 1.52010 cumulative IPC: 1.51998 (Simulation time: 0 hr 3 min 13 sec) 
Heartbeat CPU  0 instructions:   97000000 cycles:   63816557 heartbeat IPC: 1.51974 cumulative IPC: 1.51998 (Simulation time: 0 hr 3 min 15 sec) 
Heartbeat CPU  0 instructions:   98000001 cycles:   64474493 heartbeat IPC: 1.51991 cumulative IPC: 1.51998 (Simulation time: 0 hr 3 min 17 sec) 
Heartbeat CPU  0 instructions:   99000003 cycles:   65132391 heartbeat IPC: 1.52000 cumulative IPC: 1.51998 (Simulation time: 0 hr 3 min 19 sec) 
Heartbeat CPU  0 instructions:  100000000 cycles:   65790255 heartbeat IPC: 1.52007 cumulative IPC: 1.51998 (Simulation time: 0 hr 3 min 21 sec) 

Warmup complete CPU  0 instructions:  100000002 cycles:   65790258 (Simulation time: 0 hr 3 min 21 sec) 

Heartbeat CPU  0 instructions:  101000001 cycles:   66969693 heartbeat IPC: 0.84786 cumulative IPC: 0.84786 (Simulation time: 0 hr 3 min 24 sec) 
Heartbeat CPU  0 instructions:  102000000 cycles:   68149379 heartbeat IPC: 0.84768 cumulative IPC: 0.84777 (Simulation time: 0 hr 3 min 26 sec) 
Heartbeat CPU  0 instructions:  103000001 cycles:   69329434 heartbeat IPC: 0.84742 cumulative IPC: 0.84765 (Simulation time: 0 hr 3 min 29 sec) 
Heartbeat CPU  0 instructions:  104000000 cycles:   70510830 heartbeat IPC: 0.84646 cumulative IPC: 0.84735 (Simulation time: 0 hr 3 min 31 sec) 
Heartbeat CPU  0 instructions:  105000002 cycles:   71686758 heartbeat IPC: 0.85039 cumulative IPC: 0.84796 (Simulation time: 0 hr 3 min 33 sec) 
Heartbeat CPU  0 instructions:  106000001 cycles:   72863262 heartbeat IPC: 0.84997 cumulative IPC: 0.84830 (Simulation time: 0 hr 3 min 36 sec) 
Heartbeat CPU  0 instructions:  107000001 cycles:   74043487 heartbeat IPC: 0.84730 cumulative IPC: 0.84815 (Simulation time: 0 hr 3 min 38 sec) 
Heartbeat CPU  0 instructions:  108000000 cycles:   75219444 heartbeat IPC: 0.85037 cumulative IPC: 0.84843 (Simulation time: 0 hr 3 min 41 sec) 
Heartbeat CPU  0 instructions:  109000001 cycles:   76403616 heartbeat IPC: 0.84447 cumulative IPC: 0.84799 (Simulation time: 0 hr 3 min 43 sec) 
Heartbeat CPU  0 instructions:  110000000 cycles:   77582600 heartbeat IPC: 0.84819 cumulative IPC: 0.84801 (Simulation time: 0 hr 3 min 46 sec) 
Heartbeat CPU  0 instructions:  111000000 cycles:   78764230 heartbeat IPC: 0.84629 cumulative IPC: 0.84785 (Simulation time: 0 hr 3 min 48 sec) 
Heartbeat CPU  0 instructions:  112000000 cycles:   79939600 heartbeat IPC: 0.85080 cumulative IPC: 0.84810 (Simulation time: 0 hr 3 min 50 sec) 
Heartbeat CPU  0 instructions:  113000000 cycles:   81119500 heartbeat IPC: 0.84753 cumulative IPC: 0.84805 (Simulation time: 0 hr 3 min 53 sec) 
Heartbeat CPU  0 instructions:  114000002 cycles:   82303882 heartbeat IPC: 0.84432 cumulative IPC: 0.84778 (Simulation time: 0 hr 3 min 55 sec) 
Heartbeat CPU  0 instructions:  115000000 cycles:   83482974 heartbeat IPC: 0.84811 cumulative IPC: 0.84781 (Simulation time: 0 hr 3 min 58 sec) 
Heartbeat CPU  0 instructions:  116000000 cycles:   84669792 heartbeat IPC: 0.84259 cumulative IPC: 0.84748 (Simulation time: 0 hr 4 min 0 sec) 
Heartbeat CPU  0 instructions:  117000003 cycles:   85845588 heartbeat IPC: 0.85049 cumulative IPC: 0.84765 (Simulation time: 0 hr 4 min 3 sec) 
Heartbeat CPU  0 instructions:  118000000 cycles:   87023118 heartbeat IPC: 0.84923 cumulative IPC: 0.84774 (Simulation time: 0 hr 4 min 5 sec) 
Heartbeat CPU  0 instructions:  119000001 cycles:   88194363 heartbeat IPC: 0.85379 cumulative IPC: 0.84806 (Simulation time: 0 hr 4 min 7 sec) 
Heartbeat CPU  0 instructions:  120000000 cycles:   89376626 heartbeat IPC: 0.84583 cumulative IPC: 0.84795 (Simulation time: 0 hr 4 min 10 sec) 
Heartbeat CPU  0 instructions:  121000003 cycles:   90553246 heartbeat IPC: 0.84989 cumulative IPC: 0.84804 (Simulation time: 0 hr 4 min 12 sec) 
Heartbeat CPU  0 instructions:  122000000 cycles:   91741997 heartbeat IPC: 0.84122 cumulative IPC: 0.84773 (Simulation time: 0 hr 4 min 15 sec) 
Heartbeat CPU  0 instructions:  123000002 cycles:   92914665 heartbeat IPC: 0.85276 cumulative IPC: 0.84794 (Simulation time: 0 hr 4 min 17 sec) 
Heartbeat CPU  0 instructions:  124000000 cycles:   94094209 heartbeat IPC: 0.84778 cumulative IPC: 0.84794 (Simulation time: 0 hr 4 min 19 sec) 
Heartbeat CPU  0 instructions:  125000003 cycles:   95267478 heartbeat IPC: 0.85232 cumulative IPC: 0.84811 (Simulation time: 0 hr 4 min 22 sec) 
Heartbeat CPU  0 instructions:  126000002 cycles:   96440376 heartbeat IPC: 0.85259 cumulative IPC: 0.84828 (Simulation time: 0 hr 4 min 24 sec) 
Heartbeat CPU  0 instructions:  127000000 cycles:   97620004 heartbeat IPC: 0.84772 cumulative IPC: 0.84826 (Simulation time: 0 hr 4 min 27 sec) 
Heartbeat CPU  0 instructions:  128000000 cycles:   98799983 heartbeat IPC: 0.84747 cumulative IPC: 0.84823 (Simulation time: 0 hr 4 min 29 sec) 
Heartbeat CPU  0 instructions:  129000000 cycles:   99975323 heartbeat IPC: 0.85082 cumulative IPC: 0.84832 (Simulation time: 0 hr 4 min 32 sec) 
Heartbeat CPU  0 instructions:  130000001 cycles:  101151773 heartbeat IPC: 0.85002 cumulative IPC: 0.84838 (Simulation time: 0 hr 4 min 34 sec) 
Heartbeat CPU  0 instructions:  131000000 cycles:  102334825 heartbeat IPC: 0.84527 cumulative IPC: 0.84828 (Simulation time: 0 hr 4 min 37 sec) 
Heartbeat CPU  0 instructions:  132000000 cycles:  103515630 heartbeat IPC: 0.84688 cumulative IPC: 0.84824 (Simulation time: 0 hr 4 min 39 sec) 
Heartbeat CPU  0 instructions:  133000001 cycles:  104695911 heartbeat IPC: 0.84726 cumulative IPC: 0.84821 (Simulation time: 0 hr 4 min 42 sec) 
Heartbeat CPU  0 instructions:  134000000 cycles:  105876933 heartbeat IPC: 0.84672 cumulative IPC: 0.84816 (Simulation time: 0 hr 4 min 45 sec) 
Heartbeat CPU  0 instructions:  135000002 cycles:  107051751 heartbeat IPC: 0.85120 cumulative IPC: 0.84825 (Simulation time: 0 hr 4 min 47 sec) 
Heartbeat CPU  0 instructions:  136000000 cycles:  108227777 heartbeat IPC: 0.85032 cumulative IPC: 0.84831 (Simulation time: 0 hr 4 min 49 sec) 
Heartbeat CPU  0 instructions:  137000002 cycles:  109418885 heartbeat IPC: 0.83956 cumulative IPC: 0.84807 (Simulation time: 0 hr 4 min 52 sec) 
Heartbeat CPU  0 instructions:  138000000 cycles:  110593494 heartbeat IPC: 0.85135 cumulative IPC: 0.84815 (Simulation time: 0 hr 4 min 54 sec) 
Heartbeat CPU  0 instructions:  139000002 cycles:  111779435 heartbeat IPC: 0.84321 cumulative IPC: 0.84803 (Simulation time: 0 hr 4 min 57 sec) 
Heartbeat CPU  0 instructions:  140000000 cycles:  112959646 heartbeat IPC: 0.84730 cumulative IPC: 0.84801 (Simulation time: 0 hr 4 min 59 sec) 
Heartbeat CPU  0 instructions:  141000003 cycles:  114146792 heartbeat IPC: 0.84236 cumulative IPC: 0.84787 (Simulation time: 0 hr 5 min 1 sec) 
Heartbeat CPU  0 instructions:  142000001 cycles:  115326173 heartbeat IPC: 0.84790 cumulative IPC: 0.84787 (Simulation time: 0 hr 5 min 4 sec) 
Heartbeat CPU  0 instructions:  143000001 cycles:  116510576 heartbeat IPC: 0.84431 cumulative IPC: 0.84779 (Simulation time: 0 hr 5 min 6 sec) 
Heartbeat CPU  0 instructions:  144000000 cycles:  117695008 heartbeat IPC: 0.84429 cumulative IPC: 0.84771 (Simulation time: 0 hr 5 min 9 sec) 
Heartbeat CPU  0 instructions:  145000001 cycles:  118878976 heartbeat IPC: 0.84462 cumulative IPC: 0.84764 (Simulation time: 0 hr 5 min 11 sec) 
Heartbeat CPU  0 instructions:  146000003 cycles:  120056300 heartbeat IPC: 0.84939 cumulative IPC: 0.84768 (Simulation time: 0 hr 5 min 14 sec) 
Heartbeat CPU  0 instructions:  147000002 cycles:  121240813 heartbeat IPC: 0.84423 cumulative IPC: 0.84760 (Simulation time: 0 hr 5 min 16 sec) 
Heartbeat CPU  0 instructions:  148000000 cycles:  122425191 heartbeat IPC: 0.84432 cumulative IPC: 0.84753 (Simulation time: 0 hr 5 min 18 sec) 
