*************************************************
   ChampSim Multicore Out-of-Order Simulator
   Last compiled: Dec 11 2024 17:59:53
*************************************************
parsing config file: /home/functionmain/桌面/Pythia/config/mlop.ini

trace_0 /home/functionmain/桌面/Pythia/traces/433.milc-127B.champsimtrace.xz
Heartbeat CPU  0 instructions:   21000001 cycles:    8304293 heartbeat IPC: 1.97025 cumulative IPC: 2.52881 (Simulation time: 0 hr 0 min 41 sec) 
Heartbeat CPU  0 instructions:   22000001 cycles:    8861447 heartbeat IPC: 1.79484 cumulative IPC: 2.48266 (Simulation time: 0 hr 0 min 43 sec) 
Heartbeat CPU  0 instructions:   23000001 cycles:    9418543 heartbeat IPC: 1.79502 cumulative IPC: 2.44199 (Simulation time: 0 hr 0 min 46 sec) 
Heartbeat CPU  0 instructions:   24000000 cycles:    9967436 heartbeat IPC: 1.82185 cumulative IPC: 2.40784 (Simulation time: 0 hr 0 min 48 sec) 
Heartbeat CPU  0 instructions:   25000002 cycles:   10410850 heartbeat IPC: 2.25523 cumulative IPC: 2.40134 (Simulation time: 0 hr 0 min 50 sec) 
Heartbeat CPU  0 instructions:   26000000 cycles:   10854272 heartbeat IPC: 2.25518 cumulative IPC: 2.39537 (Simulation time: 0 hr 0 min 52 sec) 
Heartbeat CPU  0 instructions:   27000000 cycles:   11297661 heartbeat IPC: 2.25536 cumulative IPC: 2.38988 (Simulation time: 0 hr 0 min 55 sec) 
Heartbeat CPU  0 instructions:   28000000 cycles:   11741071 heartbeat IPC: 2.25525 cumulative IPC: 2.38479 (Simulation time: 0 hr 0 min 57 sec) 
Heartbeat CPU  0 instructions:   29000000 cycles:   12184502 heartbeat IPC: 2.25514 cumulative IPC: 2.38007 (Simulation time: 0 hr 0 min 59 sec) 
Heartbeat CPU  0 instructions:   30000000 cycles:   12627949 heartbeat IPC: 2.25506 cumulative IPC: 2.37568 (Simulation time: 0 hr 1 min 1 sec) 
Heartbeat CPU  0 instructions:   31000000 cycles:   13071314 heartbeat IPC: 2.25548 cumulative IPC: 2.37161 (Simulation time: 0 hr 1 min 3 sec) 
Heartbeat CPU  0 instructions:   32000000 cycles:   13514670 heartbeat IPC: 2.25552 cumulative IPC: 2.36780 (Simulation time: 0 hr 1 min 5 sec) 
Heartbeat CPU  0 instructions:   33000000 cycles:   13958090 heartbeat IPC: 2.25520 cumulative IPC: 2.36422 (Simulation time: 0 hr 1 min 7 sec) 
Heartbeat CPU  0 instructions:   34000000 cycles:   14401523 heartbeat IPC: 2.25513 cumulative IPC: 2.36086 (Simulation time: 0 hr 1 min 10 sec) 
Heartbeat CPU  0 instructions:   35000000 cycles:   14844910 heartbeat IPC: 2.25537 cumulative IPC: 2.35771 (Simulation time: 0 hr 1 min 12 sec) 
Heartbeat CPU  0 instructions:   36000000 cycles:   15288393 heartbeat IPC: 2.25488 cumulative IPC: 2.35473 (Simulation time: 0 hr 1 min 14 sec) 
Heartbeat CPU  0 instructions:   37000001 cycles:   15732008 heartbeat IPC: 2.25421 cumulative IPC: 2.35189 (Simulation time: 0 hr 1 min 16 sec) 
Heartbeat CPU  0 instructions:   38000001 cycles:   16175635 heartbeat IPC: 2.25415 cumulative IPC: 2.34921 (Simulation time: 0 hr 1 min 18 sec) 
Heartbeat CPU  0 instructions:   39000002 cycles:   16619256 heartbeat IPC: 2.25418 cumulative IPC: 2.34668 (Simulation time: 0 hr 1 min 20 sec) 
Heartbeat CPU  0 instructions:   40000000 cycles:   17062816 heartbeat IPC: 2.25448 cumulative IPC: 2.34428 (Simulation time: 0 hr 1 min 23 sec) 
Heartbeat CPU  0 instructions:   41000000 cycles:   17506467 heartbeat IPC: 2.25402 cumulative IPC: 2.34199 (Simulation time: 0 hr 1 min 25 sec) 
Heartbeat CPU  0 instructions:   42000000 cycles:   17950112 heartbeat IPC: 2.25405 cumulative IPC: 2.33982 (Simulation time: 0 hr 1 min 27 sec) 
Heartbeat CPU  0 instructions:   43000000 cycles:   18393696 heartbeat IPC: 2.25436 cumulative IPC: 2.33776 (Simulation time: 0 hr 1 min 29 sec) 
Heartbeat CPU  0 instructions:   44000000 cycles:   18837251 heartbeat IPC: 2.25451 cumulative IPC: 2.33580 (Simulation time: 0 hr 1 min 31 sec) 
Heartbeat CPU  0 instructions:   45000001 cycles:   19280831 heartbeat IPC: 2.25439 cumulative IPC: 2.33392 (Simulation time: 0 hr 1 min 33 sec) 
Heartbeat CPU  0 instructions:   46000001 cycles:   19724399 heartbeat IPC: 2.25445 cumulative IPC: 2.33214 (Simulation time: 0 hr 1 min 35 sec) 
Heartbeat CPU  0 instructions:   47000001 cycles:   20167953 heartbeat IPC: 2.25452 cumulative IPC: 2.33043 (Simulation time: 0 hr 1 min 38 sec) 
Heartbeat CPU  0 instructions:   48000000 cycles:   20611550 heartbeat IPC: 2.25430 cumulative IPC: 2.32879 (Simulation time: 0 hr 1 min 40 sec) 
Heartbeat CPU  0 instructions:   49000002 cycles:   21055158 heartbeat IPC: 2.25425 cumulative IPC: 2.32722 (Simulation time: 0 hr 1 min 42 sec) 
Heartbeat CPU  0 instructions:   50000001 cycles:   21498778 heartbeat IPC: 2.25418 cumulative IPC: 2.32571 (Simulation time: 0 hr 1 min 44 sec) 
Heartbeat CPU  0 instructions:   51000001 cycles:   21942376 heartbeat IPC: 2.25429 cumulative IPC: 2.32427 (Simulation time: 0 hr 1 min 46 sec) 
Heartbeat CPU  0 instructions:   52000000 cycles:   22385966 heartbeat IPC: 2.25433 cumulative IPC: 2.32288 (Simulation time: 0 hr 1 min 48 sec) 
Heartbeat CPU  0 instructions:   53000002 cycles:   22829639 heartbeat IPC: 2.25392 cumulative IPC: 2.32154 (Simulation time: 0 hr 1 min 50 sec) 
Heartbeat CPU  0 instructions:   54000002 cycles:   23273140 heartbeat IPC: 2.25479 cumulative IPC: 2.32027 (Simulation time: 0 hr 1 min 53 sec) 
Heartbeat CPU  0 instructions:   55000002 cycles:   23716715 heartbeat IPC: 2.25441 cumulative IPC: 2.31904 (Simulation time: 0 hr 1 min 55 sec) 
Heartbeat CPU  0 instructions:   56000000 cycles:   24160280 heartbeat IPC: 2.25446 cumulative IPC: 2.31785 (Simulation time: 0 hr 1 min 57 sec) 
Heartbeat CPU  0 instructions:   57000000 cycles:   24603828 heartbeat IPC: 2.25455 cumulative IPC: 2.31671 (Simulation time: 0 hr 1 min 59 sec) 
Heartbeat CPU  0 instructions:   58000000 cycles:   25047388 heartbeat IPC: 2.25449 cumulative IPC: 2.31561 (Simulation time: 0 hr 2 min 1 sec) 
Heartbeat CPU  0 instructions:   59000003 cycles:   25491259 heartbeat IPC: 2.25291 cumulative IPC: 2.31452 (Simulation time: 0 hr 2 min 3 sec) 
Heartbeat CPU  0 instructions:   60000000 cycles:   25935447 heartbeat IPC: 2.25129 cumulative IPC: 2.31344 (Simulation time: 0 hr 2 min 5 sec) 
Heartbeat CPU  0 instructions:   61000000 cycles:   26379690 heartbeat IPC: 2.25102 cumulative IPC: 2.31239 (Simulation time: 0 hr 2 min 8 sec) 
Heartbeat CPU  0 instructions:   62000002 cycles:   26823858 heartbeat IPC: 2.25140 cumulative IPC: 2.31138 (Simulation time: 0 hr 2 min 10 sec) 
Heartbeat CPU  0 instructions:   63000003 cycles:   27268015 heartbeat IPC: 2.25146 cumulative IPC: 2.31040 (Simulation time: 0 hr 2 min 12 sec) 
Heartbeat CPU  0 instructions:   64000000 cycles:   27712282 heartbeat IPC: 2.25089 cumulative IPC: 2.30945 (Simulation time: 0 hr 2 min 14 sec) 
Heartbeat CPU  0 instructions:   65000003 cycles:   28156447 heartbeat IPC: 2.25142 cumulative IPC: 2.30853 (Simulation time: 0 hr 2 min 16 sec) 
Heartbeat CPU  0 instructions:   66000000 cycles:   28600516 heartbeat IPC: 2.25190 cumulative IPC: 2.30765 (Simulation time: 0 hr 2 min 18 sec) 
Heartbeat CPU  0 instructions:   67000002 cycles:   29044677 heartbeat IPC: 2.25144 cumulative IPC: 2.30679 (Simulation time: 0 hr 2 min 20 sec) 
Heartbeat CPU  0 instructions:   68000000 cycles:   29488846 heartbeat IPC: 2.25139 cumulative IPC: 2.30596 (Simulation time: 0 hr 2 min 23 sec) 
Heartbeat CPU  0 instructions:   69000003 cycles:   29933045 heartbeat IPC: 2.25125 cumulative IPC: 2.30514 (Simulation time: 0 hr 2 min 25 sec) 
Heartbeat CPU  0 instructions:   70000003 cycles:   30377172 heartbeat IPC: 2.25161 cumulative IPC: 2.30436 (Simulation time: 0 hr 2 min 27 sec) 
Heartbeat CPU  0 instructions:   71000003 cycles:   30821436 heartbeat IPC: 2.25091 cumulative IPC: 2.30359 (Simulation time: 0 hr 2 min 29 sec) 
Heartbeat CPU  0 instructions:   72000000 cycles:   31265642 heartbeat IPC: 2.25120 cumulative IPC: 2.30285 (Simulation time: 0 hr 2 min 31 sec) 
Heartbeat CPU  0 instructions:   73000001 cycles:   31709813 heartbeat IPC: 2.25139 cumulative IPC: 2.30213 (Simulation time: 0 hr 2 min 33 sec) 
Heartbeat CPU  0 instructions:   74000002 cycles:   32153995 heartbeat IPC: 2.25133 cumulative IPC: 2.30142 (Simulation time: 0 hr 2 min 35 sec) 
Heartbeat CPU  0 instructions:   75000003 cycles:   32598126 heartbeat IPC: 2.25159 cumulative IPC: 2.30075 (Simulation time: 0 hr 2 min 38 sec) 
Heartbeat CPU  0 instructions:   76000000 cycles:   33042338 heartbeat IPC: 2.25117 cumulative IPC: 2.30008 (Simulation time: 0 hr 2 min 40 sec) 
Heartbeat CPU  0 instructions:   77000003 cycles:   33486549 heartbeat IPC: 2.25119 cumulative IPC: 2.29943 (Simulation time: 0 hr 2 min 42 sec) 
Heartbeat CPU  0 instructions:   78000000 cycles:   33930696 heartbeat IPC: 2.25150 cumulative IPC: 2.29880 (Simulation time: 0 hr 2 min 44 sec) 
Heartbeat CPU  0 instructions:   79000002 cycles:   34374895 heartbeat IPC: 2.25125 cumulative IPC: 2.29819 (Simulation time: 0 hr 2 min 46 sec) 
Heartbeat CPU  0 instructions:   80000000 cycles:   34819046 heartbeat IPC: 2.25148 cumulative IPC: 2.29759 (Simulation time: 0 hr 2 min 48 sec) 
Heartbeat CPU  0 instructions:   81000001 cycles:   35263260 heartbeat IPC: 2.25117 cumulative IPC: 2.29701 (Simulation time: 0 hr 2 min 51 sec) 
Heartbeat CPU  0 instructions:   82000003 cycles:   35707450 heartbeat IPC: 2.25129 cumulative IPC: 2.29644 (Simulation time: 0 hr 2 min 53 sec) 
Heartbeat CPU  0 instructions:   83000003 cycles:   36151633 heartbeat IPC: 2.25132 cumulative IPC: 2.29589 (Simulation time: 0 hr 2 min 55 sec) 
Heartbeat CPU  0 instructions:   84000000 cycles:   36595765 heartbeat IPC: 2.25158 cumulative IPC: 2.29535 (Simulation time: 0 hr 2 min 57 sec) 
Heartbeat CPU  0 instructions:   85000003 cycles:   37039969 heartbeat IPC: 2.25122 cumulative IPC: 2.29482 (Simulation time: 0 hr 2 min 59 sec) 
Heartbeat CPU  0 instructions:   86000002 cycles:   37484125 heartbeat IPC: 2.25146 cumulative IPC: 2.29430 (Simulation time: 0 hr 3 min 1 sec) 
Heartbeat CPU  0 instructions:   87000003 cycles:   37928287 heartbeat IPC: 2.25143 cumulative IPC: 2.29380 (Simulation time: 0 hr 3 min 3 sec) 
Heartbeat CPU  0 instructions:   88000000 cycles:   38372507 heartbeat IPC: 2.25113 cumulative IPC: 2.29331 (Simulation time: 0 hr 3 min 6 sec) 
Heartbeat CPU  0 instructions:   89000001 cycles:   38816832 heartbeat IPC: 2.25061 cumulative IPC: 2.29282 (Simulation time: 0 hr 3 min 8 sec) 
Heartbeat CPU  0 instructions:   90000000 cycles:   39260959 heartbeat IPC: 2.25161 cumulative IPC: 2.29235 (Simulation time: 0 hr 3 min 10 sec) 
Heartbeat CPU  0 instructions:   91000002 cycles:   39705215 heartbeat IPC: 2.25096 cumulative IPC: 2.29189 (Simulation time: 0 hr 3 min 12 sec) 
Heartbeat CPU  0 instructions:   92000000 cycles:   40149350 heartbeat IPC: 2.25156 cumulative IPC: 2.29144 (Simulation time: 0 hr 3 min 14 sec) 
Heartbeat CPU  0 instructions:   93000001 cycles:   40593572 heartbeat IPC: 2.25113 cumulative IPC: 2.29100 (Simulation time: 0 hr 3 min 16 sec) 
Heartbeat CPU  0 instructions:   94000003 cycles:   41032255 heartbeat IPC: 2.27955 cumulative IPC: 2.29088 (Simulation time: 0 hr 3 min 19 sec) 
Heartbeat CPU  0 instructions:   95000002 cycles:   41462110 heartbeat IPC: 2.32636 cumulative IPC: 2.29125 (Simulation time: 0 hr 3 min 21 sec) 
Heartbeat CPU  0 instructions:   96000000 cycles:   41891948 heartbeat IPC: 2.32645 cumulative IPC: 2.29161 (Simulation time: 0 hr 3 min 23 sec) 
Heartbeat CPU  0 instructions:   97000001 cycles:   42321813 heartbeat IPC: 2.32631 cumulative IPC: 2.29196 (Simulation time: 0 hr 3 min 25 sec) 
Heartbeat CPU  0 instructions:   98000000 cycles:   42751654 heartbeat IPC: 2.32644 cumulative IPC: 2.29231 (Simulation time: 0 hr 3 min 28 sec) 
Heartbeat CPU  0 instructions:   99000000 cycles:   43181517 heartbeat IPC: 2.32632 cumulative IPC: 2.29265 (Simulation time: 0 hr 3 min 30 sec) 
Heartbeat CPU  0 instructions:  100000000 cycles:   43611359 heartbeat IPC: 2.32644 cumulative IPC: 2.29298 (Simulation time: 0 hr 3 min 32 sec) 

Warmup complete CPU  0 instructions:  100000001 cycles:   43611360 (Simulation time: 0 hr 3 min 32 sec) 

Heartbeat CPU  0 instructions:  101000002 cycles:   44941648 heartbeat IPC: 0.75172 cumulative IPC: 0.75172 (Simulation time: 0 hr 3 min 35 sec) 
Heartbeat CPU  0 instructions:  102000001 cycles:   46581178 heartbeat IPC: 0.60993 cumulative IPC: 0.67344 (Simulation time: 0 hr 3 min 39 sec) 
Heartbeat CPU  0 instructions:  103000002 cycles:   48475093 heartbeat IPC: 0.52801 cumulative IPC: 0.61681 (Simulation time: 0 hr 3 min 42 sec) 
Heartbeat CPU  0 instructions:  104000000 cycles:   50523064 heartbeat IPC: 0.48829 cumulative IPC: 0.57873 (Simulation time: 0 hr 3 min 45 sec) 
Heartbeat CPU  0 instructions:  105000002 cycles:   52555920 heartbeat IPC: 0.49192 cumulative IPC: 0.55900 (Simulation time: 0 hr 3 min 48 sec) 
Heartbeat CPU  0 instructions:  106000000 cycles:   54588013 heartbeat IPC: 0.49210 cumulative IPC: 0.54661 (Simulation time: 0 hr 3 min 51 sec) 
Heartbeat CPU  0 instructions:  107000002 cycles:   56587181 heartbeat IPC: 0.50021 cumulative IPC: 0.53946 (Simulation time: 0 hr 3 min 54 sec) 
Heartbeat CPU  0 instructions:  108000000 cycles:   58571316 heartbeat IPC: 0.50400 cumulative IPC: 0.53476 (Simulation time: 0 hr 3 min 57 sec) 
Heartbeat CPU  0 instructions:  109000000 cycles:   60512256 heartbeat IPC: 0.51521 cumulative IPC: 0.53252 (Simulation time: 0 hr 4 min 0 sec) 
Heartbeat CPU  0 instructions:  110000001 cycles:   62440706 heartbeat IPC: 0.51855 cumulative IPC: 0.53109 (Simulation time: 0 hr 4 min 3 sec) 
Heartbeat CPU  0 instructions:  111000000 cycles:   64379503 heartbeat IPC: 0.51578 cumulative IPC: 0.52966 (Simulation time: 0 hr 4 min 6 sec) 
Heartbeat CPU  0 instructions:  112000000 cycles:   66336849 heartbeat IPC: 0.51090 cumulative IPC: 0.52804 (Simulation time: 0 hr 4 min 9 sec) 
Heartbeat CPU  0 instructions:  113000000 cycles:   68279703 heartbeat IPC: 0.51471 cumulative IPC: 0.52699 (Simulation time: 0 hr 4 min 12 sec) 
Heartbeat CPU  0 instructions:  114000000 cycles:   70222141 heartbeat IPC: 0.51482 cumulative IPC: 0.52610 (Simulation time: 0 hr 4 min 15 sec) 
Heartbeat CPU  0 instructions:  115000001 cycles:   72158004 heartbeat IPC: 0.51657 cumulative IPC: 0.52546 (Simulation time: 0 hr 4 min 18 sec) 
Heartbeat CPU  0 instructions:  116000000 cycles:   74107771 heartbeat IPC: 0.51288 cumulative IPC: 0.52465 (Simulation time: 0 hr 4 min 21 sec) 
Heartbeat CPU  0 instructions:  117000003 cycles:   76039649 heartbeat IPC: 0.51763 cumulative IPC: 0.52423 (Simulation time: 0 hr 4 min 24 sec) 
Heartbeat CPU  0 instructions:  118000001 cycles:   77999173 heartbeat IPC: 0.51033 cumulative IPC: 0.52344 (Simulation time: 0 hr 4 min 27 sec) 
Heartbeat CPU  0 instructions:  119000000 cycles:   79937182 heartbeat IPC: 0.51599 cumulative IPC: 0.52304 (Simulation time: 0 hr 4 min 30 sec) 
Heartbeat CPU  0 instructions:  120000000 cycles:   81889054 heartbeat IPC: 0.51233 cumulative IPC: 0.52250 (Simulation time: 0 hr 4 min 33 sec) 
Heartbeat CPU  0 instructions:  121000003 cycles:   83835653 heartbeat IPC: 0.51372 cumulative IPC: 0.52207 (Simulation time: 0 hr 4 min 36 sec) 
Heartbeat CPU  0 instructions:  122000001 cycles:   85777491 heartbeat IPC: 0.51498 cumulative IPC: 0.52175 (Simulation time: 0 hr 4 min 39 sec) 
Heartbeat CPU  0 instructions:  123000001 cycles:   87706869 heartbeat IPC: 0.51830 cumulative IPC: 0.52160 (Simulation time: 0 hr 4 min 42 sec) 
Heartbeat CPU  0 instructions:  124000000 cycles:   89651886 heartbeat IPC: 0.51413 cumulative IPC: 0.52128 (Simulation time: 0 hr 4 min 45 sec) 
Heartbeat CPU  0 instructions:  125000003 cycles:   91600424 heartbeat IPC: 0.51321 cumulative IPC: 0.52095 (Simulation time: 0 hr 4 min 48 sec) 
Heartbeat CPU  0 instructions:  126000001 cycles:   93555770 heartbeat IPC: 0.51142 cumulative IPC: 0.52058 (Simulation time: 0 hr 4 min 50 sec) 
Heartbeat CPU  0 instructions:  127000003 cycles:   95387217 heartbeat IPC: 0.54602 cumulative IPC: 0.52148 (Simulation time: 0 hr 4 min 54 sec) 
Heartbeat CPU  0 instructions:  128000000 cycles:   97071768 heartbeat IPC: 0.59363 cumulative IPC: 0.52375 (Simulation time: 0 hr 4 min 57 sec) 
Heartbeat CPU  0 instructions:  129000001 cycles:   99114789 heartbeat IPC: 0.48947 cumulative IPC: 0.52249 (Simulation time: 0 hr 5 min 0 sec) 
Heartbeat CPU  0 instructions:  130000001 cycles:  101181353 heartbeat IPC: 0.48390 cumulative IPC: 0.52110 (Simulation time: 0 hr 5 min 3 sec) 
Heartbeat CPU  0 instructions:  131000000 cycles:  103230116 heartbeat IPC: 0.48810 cumulative IPC: 0.51997 (Simulation time: 0 hr 5 min 6 sec) 
Heartbeat CPU  0 instructions:  132000000 cycles:  105274778 heartbeat IPC: 0.48908 cumulative IPC: 0.51895 (Simulation time: 0 hr 5 min 9 sec) 
Heartbeat CPU  0 instructions:  133000001 cycles:  107323110 heartbeat IPC: 0.48820 cumulative IPC: 0.51796 (Simulation time: 0 hr 5 min 12 sec) 
Heartbeat CPU  0 instructions:  134000002 cycles:  109343597 heartbeat IPC: 0.49493 cumulative IPC: 0.51725 (Simulation time: 0 hr 5 min 15 sec) 
Heartbeat CPU  0 instructions:  135000000 cycles:  111345249 heartbeat IPC: 0.49959 cumulative IPC: 0.51673 (Simulation time: 0 hr 5 min 19 sec) 
Heartbeat CPU  0 instructions:  136000000 cycles:  113366768 heartbeat IPC: 0.49468 cumulative IPC: 0.51609 (Simulation time: 0 hr 5 min 22 sec) 
Heartbeat CPU  0 instructions:  137000003 cycles:  115388760 heartbeat IPC: 0.49456 cumulative IPC: 0.51548 (Simulation time: 0 hr 5 min 25 sec) 
Heartbeat CPU  0 instructions:  138000002 cycles:  117408191 heartbeat IPC: 0.49519 cumulative IPC: 0.51493 (Simulation time: 0 hr 5 min 28 sec) 
Heartbeat CPU  0 instructions:  139000003 cycles:  119416785 heartbeat IPC: 0.49786 cumulative IPC: 0.51448 (Simulation time: 0 hr 5 min 31 sec) 
Heartbeat CPU  0 instructions:  140000000 cycles:  121433074 heartbeat IPC: 0.49596 cumulative IPC: 0.51400 (Simulation time: 0 hr 5 min 34 sec) 
Heartbeat CPU  0 instructions:  141000003 cycles:  123445455 heartbeat IPC: 0.49693 cumulative IPC: 0.51357 (Simulation time: 0 hr 5 min 37 sec) 
Heartbeat CPU  0 instructions:  142000002 cycles:  125456911 heartbeat IPC: 0.49715 cumulative IPC: 0.51316 (Simulation time: 0 hr 5 min 40 sec) 
Heartbeat CPU  0 instructions:  143000002 cycles:  127480410 heartbeat IPC: 0.49419 cumulative IPC: 0.51270 (Simulation time: 0 hr 5 min 43 sec) 
Heartbeat CPU  0 instructions:  144000000 cycles:  129496104 heartbeat IPC: 0.49611 cumulative IPC: 0.51231 (Simulation time: 0 hr 5 min 46 sec) 
Heartbeat CPU  0 instructions:  145000003 cycles:  131521562 heartbeat IPC: 0.49372 cumulative IPC: 0.51189 (Simulation time: 0 hr 5 min 49 sec) 
Heartbeat CPU  0 instructions:  146000001 cycles:  133532828 heartbeat IPC: 0.49720 cumulative IPC: 0.51156 (Simulation time: 0 hr 5 min 52 sec) 
Heartbeat CPU  0 instructions:  147000002 cycles:  135551774 heartbeat IPC: 0.49531 cumulative IPC: 0.51120 (Simulation time: 0 hr 5 min 55 sec) 
