*************************************************
   ChampSim Multicore Out-of-Order Simulator
   Last compiled: Dec 11 2024 17:59:53
*************************************************
parsing config file: /home/functionmain/桌面/Pythia/config/bingo.ini

trace_0 /home/functionmain/桌面/Pythia/traces/445.gobmk-30B.champsimtrace.xz
Heartbeat CPU  0 instructions:    2000000 cycles:    1865282 heartbeat IPC: 0.99672 cumulative IPC: 1.07222 (Simulation time: 0 hr 0 min 3 sec) 
Heartbeat CPU  0 instructions:    3000001 cycles:    2991131 heartbeat IPC: 0.88822 cumulative IPC: 1.00297 (Simulation time: 0 hr 0 min 4 sec) 
Heartbeat CPU  0 instructions:    4000000 cycles:    4091971 heartbeat IPC: 0.90840 cumulative IPC: 0.97752 (Simulation time: 0 hr 0 min 5 sec) 
Heartbeat CPU  0 instructions:    5000001 cycles:    5174191 heartbeat IPC: 0.92403 cumulative IPC: 0.96633 (Simulation time: 0 hr 0 min 7 sec) 
Heartbeat CPU  0 instructions:    6000000 cycles:    6296948 heartbeat IPC: 0.89066 cumulative IPC: 0.95284 (Simulation time: 0 hr 0 min 8 sec) 
Heartbeat CPU  0 instructions:    7000001 cycles:    7364161 heartbeat IPC: 0.93702 cumulative IPC: 0.95055 (Simulation time: 0 hr 0 min 10 sec) 
Heartbeat CPU  0 instructions:    8000000 cycles:    8566901 heartbeat IPC: 0.83143 cumulative IPC: 0.93383 (Simulation time: 0 hr 0 min 11 sec) 
Heartbeat CPU  0 instructions:    9000000 cycles:    9686295 heartbeat IPC: 0.89334 cumulative IPC: 0.92915 (Simulation time: 0 hr 0 min 12 sec) 
Heartbeat CPU  0 instructions:   10000003 cycles:   10816029 heartbeat IPC: 0.88517 cumulative IPC: 0.92455 (Simulation time: 0 hr 0 min 14 sec) 
Heartbeat CPU  0 instructions:   11000000 cycles:   11873768 heartbeat IPC: 0.94541 cumulative IPC: 0.92641 (Simulation time: 0 hr 0 min 15 sec) 
Heartbeat CPU  0 instructions:   12000000 cycles:   13017867 heartbeat IPC: 0.87405 cumulative IPC: 0.92181 (Simulation time: 0 hr 0 min 17 sec) 
Heartbeat CPU  0 instructions:   13000001 cycles:   14157291 heartbeat IPC: 0.87764 cumulative IPC: 0.91825 (Simulation time: 0 hr 0 min 18 sec) 
Heartbeat CPU  0 instructions:   14000000 cycles:   15083986 heartbeat IPC: 1.07910 cumulative IPC: 0.92814 (Simulation time: 0 hr 0 min 19 sec) 
Heartbeat CPU  0 instructions:   15000001 cycles:   16047848 heartbeat IPC: 1.03749 cumulative IPC: 0.93470 (Simulation time: 0 hr 0 min 21 sec) 
Heartbeat CPU  0 instructions:   16000000 cycles:   17176785 heartbeat IPC: 0.88579 cumulative IPC: 0.93149 (Simulation time: 0 hr 0 min 22 sec) 
Heartbeat CPU  0 instructions:   17000000 cycles:   18272241 heartbeat IPC: 0.91286 cumulative IPC: 0.93037 (Simulation time: 0 hr 0 min 23 sec) 
Heartbeat CPU  0 instructions:   18000003 cycles:   19388636 heartbeat IPC: 0.89574 cumulative IPC: 0.92838 (Simulation time: 0 hr 0 min 25 sec) 
Heartbeat CPU  0 instructions:   19000001 cycles:   20469770 heartbeat IPC: 0.92495 cumulative IPC: 0.92820 (Simulation time: 0 hr 0 min 26 sec) 
Heartbeat CPU  0 instructions:   20000000 cycles:   21561528 heartbeat IPC: 0.91595 cumulative IPC: 0.92758 (Simulation time: 0 hr 0 min 28 sec) 
Heartbeat CPU  0 instructions:   21000000 cycles:   22753945 heartbeat IPC: 0.83863 cumulative IPC: 0.92292 (Simulation time: 0 hr 0 min 29 sec) 
Heartbeat CPU  0 instructions:   22000003 cycles:   23881250 heartbeat IPC: 0.88707 cumulative IPC: 0.92122 (Simulation time: 0 hr 0 min 30 sec) 
Heartbeat CPU  0 instructions:   23000001 cycles:   24931321 heartbeat IPC: 0.95231 cumulative IPC: 0.92253 (Simulation time: 0 hr 0 min 32 sec) 
Heartbeat CPU  0 instructions:   24000000 cycles:   26048077 heartbeat IPC: 0.89545 cumulative IPC: 0.92137 (Simulation time: 0 hr 0 min 33 sec) 
Heartbeat CPU  0 instructions:   25000000 cycles:   26927319 heartbeat IPC: 1.13734 cumulative IPC: 0.92843 (Simulation time: 0 hr 0 min 34 sec) 
Heartbeat CPU  0 instructions:   26000000 cycles:   27897198 heartbeat IPC: 1.03106 cumulative IPC: 0.93199 (Simulation time: 0 hr 0 min 36 sec) 
Heartbeat CPU  0 instructions:   27000002 cycles:   28999784 heartbeat IPC: 0.90696 cumulative IPC: 0.93104 (Simulation time: 0 hr 0 min 37 sec) 
Heartbeat CPU  0 instructions:   28000000 cycles:   30120406 heartbeat IPC: 0.89236 cumulative IPC: 0.92960 (Simulation time: 0 hr 0 min 38 sec) 
Heartbeat CPU  0 instructions:   29000003 cycles:   31186383 heartbeat IPC: 0.93811 cumulative IPC: 0.92989 (Simulation time: 0 hr 0 min 40 sec) 
Heartbeat CPU  0 instructions:   30000002 cycles:   32278854 heartbeat IPC: 0.91536 cumulative IPC: 0.92940 (Simulation time: 0 hr 0 min 41 sec) 
Heartbeat CPU  0 instructions:   31000003 cycles:   33381194 heartbeat IPC: 0.90716 cumulative IPC: 0.92867 (Simulation time: 0 hr 0 min 43 sec) 
Heartbeat CPU  0 instructions:   32000000 cycles:   34480846 heartbeat IPC: 0.90938 cumulative IPC: 0.92805 (Simulation time: 0 hr 0 min 44 sec) 
Heartbeat CPU  0 instructions:   33000001 cycles:   35468056 heartbeat IPC: 1.01296 cumulative IPC: 0.93041 (Simulation time: 0 hr 0 min 46 sec) 
Heartbeat CPU  0 instructions:   34000001 cycles:   36605876 heartbeat IPC: 0.87887 cumulative IPC: 0.92881 (Simulation time: 0 hr 0 min 47 sec) 
Heartbeat CPU  0 instructions:   35000003 cycles:   37678083 heartbeat IPC: 0.93266 cumulative IPC: 0.92892 (Simulation time: 0 hr 0 min 48 sec) 
Heartbeat CPU  0 instructions:   36000000 cycles:   38869642 heartbeat IPC: 0.83923 cumulative IPC: 0.92617 (Simulation time: 0 hr 0 min 50 sec) 
Heartbeat CPU  0 instructions:   37000002 cycles:   39985602 heartbeat IPC: 0.89609 cumulative IPC: 0.92533 (Simulation time: 0 hr 0 min 51 sec) 
Heartbeat CPU  0 instructions:   38000000 cycles:   41035516 heartbeat IPC: 0.95246 cumulative IPC: 0.92603 (Simulation time: 0 hr 0 min 52 sec) 
Heartbeat CPU  0 instructions:   39000001 cycles:   41929036 heartbeat IPC: 1.11917 cumulative IPC: 0.93014 (Simulation time: 0 hr 0 min 54 sec) 
Heartbeat CPU  0 instructions:   40000000 cycles:   42886664 heartbeat IPC: 1.04425 cumulative IPC: 0.93269 (Simulation time: 0 hr 0 min 55 sec) 
Heartbeat CPU  0 instructions:   41000000 cycles:   43987929 heartbeat IPC: 0.90805 cumulative IPC: 0.93207 (Simulation time: 0 hr 0 min 56 sec) 
Heartbeat CPU  0 instructions:   42000000 cycles:   45112893 heartbeat IPC: 0.88892 cumulative IPC: 0.93100 (Simulation time: 0 hr 0 min 58 sec) 
Heartbeat CPU  0 instructions:   43000003 cycles:   46180465 heartbeat IPC: 0.93671 cumulative IPC: 0.93113 (Simulation time: 0 hr 0 min 59 sec) 
Heartbeat CPU  0 instructions:   44000000 cycles:   47300354 heartbeat IPC: 0.89294 cumulative IPC: 0.93023 (Simulation time: 0 hr 1 min 0 sec) 
Heartbeat CPU  0 instructions:   45000001 cycles:   48334061 heartbeat IPC: 0.96739 cumulative IPC: 0.93102 (Simulation time: 0 hr 1 min 2 sec) 
Heartbeat CPU  0 instructions:   46000000 cycles:   49420408 heartbeat IPC: 0.92052 cumulative IPC: 0.93079 (Simulation time: 0 hr 1 min 3 sec) 
Heartbeat CPU  0 instructions:   47000003 cycles:   50528643 heartbeat IPC: 0.90234 cumulative IPC: 0.93017 (Simulation time: 0 hr 1 min 5 sec) 
Heartbeat CPU  0 instructions:   48000000 cycles:   51497798 heartbeat IPC: 1.03182 cumulative IPC: 0.93208 (Simulation time: 0 hr 1 min 6 sec) 
Heartbeat CPU  0 instructions:   49000000 cycles:   52612276 heartbeat IPC: 0.89728 cumulative IPC: 0.93134 (Simulation time: 0 hr 1 min 7 sec) 
Heartbeat CPU  0 instructions:   50000000 cycles:   53696262 heartbeat IPC: 0.92252 cumulative IPC: 0.93116 (Simulation time: 0 hr 1 min 9 sec) 
Heartbeat CPU  0 instructions:   51000001 cycles:   54763593 heartbeat IPC: 0.93692 cumulative IPC: 0.93128 (Simulation time: 0 hr 1 min 10 sec) 
Heartbeat CPU  0 instructions:   52000000 cycles:   55893233 heartbeat IPC: 0.88524 cumulative IPC: 0.93035 (Simulation time: 0 hr 1 min 12 sec) 
Heartbeat CPU  0 instructions:   53000000 cycles:   56999703 heartbeat IPC: 0.90378 cumulative IPC: 0.92983 (Simulation time: 0 hr 1 min 13 sec) 
Heartbeat CPU  0 instructions:   54000001 cycles:   58196308 heartbeat IPC: 0.83570 cumulative IPC: 0.92789 (Simulation time: 0 hr 1 min 14 sec) 
Heartbeat CPU  0 instructions:   55000002 cycles:   59315929 heartbeat IPC: 0.89316 cumulative IPC: 0.92724 (Simulation time: 0 hr 1 min 16 sec) 
Heartbeat CPU  0 instructions:   56000000 cycles:   60381724 heartbeat IPC: 0.93826 cumulative IPC: 0.92743 (Simulation time: 0 hr 1 min 17 sec) 
Heartbeat CPU  0 instructions:   57000000 cycles:   61469733 heartbeat IPC: 0.91911 cumulative IPC: 0.92729 (Simulation time: 0 hr 1 min 19 sec) 
Heartbeat CPU  0 instructions:   58000001 cycles:   62558977 heartbeat IPC: 0.91807 cumulative IPC: 0.92713 (Simulation time: 0 hr 1 min 20 sec) 
Heartbeat CPU  0 instructions:   59000000 cycles:   63433698 heartbeat IPC: 1.14322 cumulative IPC: 0.93011 (Simulation time: 0 hr 1 min 21 sec) 
Heartbeat CPU  0 instructions:   60000000 cycles:   64552457 heartbeat IPC: 0.89385 cumulative IPC: 0.92948 (Simulation time: 0 hr 1 min 23 sec) 
Heartbeat CPU  0 instructions:   61000000 cycles:   65648632 heartbeat IPC: 0.91226 cumulative IPC: 0.92919 (Simulation time: 0 hr 1 min 24 sec) 
Heartbeat CPU  0 instructions:   62000000 cycles:   66726848 heartbeat IPC: 0.92746 cumulative IPC: 0.92916 (Simulation time: 0 hr 1 min 25 sec) 
Heartbeat CPU  0 instructions:   63000001 cycles:   67744135 heartbeat IPC: 0.98301 cumulative IPC: 0.92997 (Simulation time: 0 hr 1 min 27 sec) 
Heartbeat CPU  0 instructions:   64000000 cycles:   68866594 heartbeat IPC: 0.89090 cumulative IPC: 0.92933 (Simulation time: 0 hr 1 min 28 sec) 
Heartbeat CPU  0 instructions:   65000000 cycles:   69942018 heartbeat IPC: 0.92987 cumulative IPC: 0.92934 (Simulation time: 0 hr 1 min 30 sec) 
Heartbeat CPU  0 instructions:   66000000 cycles:   70998874 heartbeat IPC: 0.94620 cumulative IPC: 0.92959 (Simulation time: 0 hr 1 min 31 sec) 
Heartbeat CPU  0 instructions:   67000000 cycles:   72112409 heartbeat IPC: 0.89804 cumulative IPC: 0.92910 (Simulation time: 0 hr 1 min 32 sec) 
Heartbeat CPU  0 instructions:   68000000 cycles:   73200753 heartbeat IPC: 0.91883 cumulative IPC: 0.92895 (Simulation time: 0 hr 1 min 34 sec) 
Heartbeat CPU  0 instructions:   69000001 cycles:   74309369 heartbeat IPC: 0.90203 cumulative IPC: 0.92855 (Simulation time: 0 hr 1 min 35 sec) 
Heartbeat CPU  0 instructions:   70000000 cycles:   75282262 heartbeat IPC: 1.02786 cumulative IPC: 0.92983 (Simulation time: 0 hr 1 min 37 sec) 
Heartbeat CPU  0 instructions:   71000000 cycles:   76197242 heartbeat IPC: 1.09292 cumulative IPC: 0.93179 (Simulation time: 0 hr 1 min 38 sec) 
Heartbeat CPU  0 instructions:   72000000 cycles:   77296667 heartbeat IPC: 0.90957 cumulative IPC: 0.93148 (Simulation time: 0 hr 1 min 40 sec) 
Heartbeat CPU  0 instructions:   73000001 cycles:   78358716 heartbeat IPC: 0.94158 cumulative IPC: 0.93161 (Simulation time: 0 hr 1 min 41 sec) 
Heartbeat CPU  0 instructions:   74000000 cycles:   79425569 heartbeat IPC: 0.93734 cumulative IPC: 0.93169 (Simulation time: 0 hr 1 min 42 sec) 
Heartbeat CPU  0 instructions:   75000001 cycles:   80368100 heartbeat IPC: 1.06097 cumulative IPC: 0.93321 (Simulation time: 0 hr 1 min 44 sec) 
Heartbeat CPU  0 instructions:   76000000 cycles:   81356122 heartbeat IPC: 1.01212 cumulative IPC: 0.93416 (Simulation time: 0 hr 1 min 45 sec) 
Heartbeat CPU  0 instructions:   77000002 cycles:   82397778 heartbeat IPC: 0.96001 cumulative IPC: 0.93449 (Simulation time: 0 hr 1 min 47 sec) 
Heartbeat CPU  0 instructions:   78000000 cycles:   83348974 heartbeat IPC: 1.05131 cumulative IPC: 0.93582 (Simulation time: 0 hr 1 min 48 sec) 
Heartbeat CPU  0 instructions:   79000003 cycles:   84379587 heartbeat IPC: 0.97030 cumulative IPC: 0.93625 (Simulation time: 0 hr 1 min 50 sec) 
Heartbeat CPU  0 instructions:   80000000 cycles:   85445914 heartbeat IPC: 0.93780 cumulative IPC: 0.93626 (Simulation time: 0 hr 1 min 51 sec) 
Heartbeat CPU  0 instructions:   81000003 cycles:   86534308 heartbeat IPC: 0.91879 cumulative IPC: 0.93604 (Simulation time: 0 hr 1 min 53 sec) 
Heartbeat CPU  0 instructions:   82000000 cycles:   87609199 heartbeat IPC: 0.93032 cumulative IPC: 0.93597 (Simulation time: 0 hr 1 min 54 sec) 
Heartbeat CPU  0 instructions:   83000001 cycles:   88708400 heartbeat IPC: 0.90975 cumulative IPC: 0.93565 (Simulation time: 0 hr 1 min 55 sec) 
Heartbeat CPU  0 instructions:   84000000 cycles:   89747352 heartbeat IPC: 0.96251 cumulative IPC: 0.93596 (Simulation time: 0 hr 1 min 57 sec) 
Heartbeat CPU  0 instructions:   85000000 cycles:   90746930 heartbeat IPC: 1.00042 cumulative IPC: 0.93667 (Simulation time: 0 hr 1 min 58 sec) 
Heartbeat CPU  0 instructions:   86000000 cycles:   91832949 heartbeat IPC: 0.92079 cumulative IPC: 0.93648 (Simulation time: 0 hr 2 min 0 sec) 
Heartbeat CPU  0 instructions:   87000002 cycles:   92919708 heartbeat IPC: 0.92017 cumulative IPC: 0.93629 (Simulation time: 0 hr 2 min 1 sec) 
Heartbeat CPU  0 instructions:   88000000 cycles:   93989826 heartbeat IPC: 0.93447 cumulative IPC: 0.93627 (Simulation time: 0 hr 2 min 2 sec) 
Heartbeat CPU  0 instructions:   89000002 cycles:   95089035 heartbeat IPC: 0.90975 cumulative IPC: 0.93596 (Simulation time: 0 hr 2 min 4 sec) 
Heartbeat CPU  0 instructions:   90000002 cycles:   96176386 heartbeat IPC: 0.91967 cumulative IPC: 0.93578 (Simulation time: 0 hr 2 min 5 sec) 
Heartbeat CPU  0 instructions:   91000001 cycles:   97242854 heartbeat IPC: 0.93767 cumulative IPC: 0.93580 (Simulation time: 0 hr 2 min 7 sec) 
Heartbeat CPU  0 instructions:   92000000 cycles:   98361584 heartbeat IPC: 0.89387 cumulative IPC: 0.93532 (Simulation time: 0 hr 2 min 8 sec) 
Heartbeat CPU  0 instructions:   93000000 cycles:   99400876 heartbeat IPC: 0.96219 cumulative IPC: 0.93561 (Simulation time: 0 hr 2 min 9 sec) 
Heartbeat CPU  0 instructions:   94000001 cycles:  100519052 heartbeat IPC: 0.89431 cumulative IPC: 0.93515 (Simulation time: 0 hr 2 min 11 sec) 
Heartbeat CPU  0 instructions:   95000001 cycles:  101611020 heartbeat IPC: 0.91578 cumulative IPC: 0.93494 (Simulation time: 0 hr 2 min 12 sec) 
Heartbeat CPU  0 instructions:   96000000 cycles:  102700700 heartbeat IPC: 0.91770 cumulative IPC: 0.93476 (Simulation time: 0 hr 2 min 14 sec) 
Heartbeat CPU  0 instructions:   97000001 cycles:  103828895 heartbeat IPC: 0.88637 cumulative IPC: 0.93423 (Simulation time: 0 hr 2 min 15 sec) 
Heartbeat CPU  0 instructions:   98000000 cycles:  104927582 heartbeat IPC: 0.91018 cumulative IPC: 0.93398 (Simulation time: 0 hr 2 min 16 sec) 
Heartbeat CPU  0 instructions:   99000003 cycles:  105999090 heartbeat IPC: 0.93327 cumulative IPC: 0.93397 (Simulation time: 0 hr 2 min 18 sec) 
Heartbeat CPU  0 instructions:  100000000 cycles:  107084525 heartbeat IPC: 0.92129 cumulative IPC: 0.93384 (Simulation time: 0 hr 2 min 19 sec) 

Warmup complete CPU  0 instructions:  100000001 cycles:  107084527 (Simulation time: 0 hr 2 min 19 sec) 

Heartbeat CPU  0 instructions:  101000000 cycles:  109755046 heartbeat IPC: 0.37446 cumulative IPC: 0.37446 (Simulation time: 0 hr 2 min 21 sec) 
Heartbeat CPU  0 instructions:  102000000 cycles:  112405193 heartbeat IPC: 0.37734 cumulative IPC: 0.37589 (Simulation time: 0 hr 2 min 24 sec) 
Heartbeat CPU  0 instructions:  103000000 cycles:  115058053 heartbeat IPC: 0.37695 cumulative IPC: 0.37624 (Simulation time: 0 hr 2 min 26 sec) 
Heartbeat CPU  0 instructions:  104000000 cycles:  117621920 heartbeat IPC: 0.39004 cumulative IPC: 0.37960 (Simulation time: 0 hr 2 min 28 sec) 
Heartbeat CPU  0 instructions:  105000003 cycles:  120352935 heartbeat IPC: 0.36617 cumulative IPC: 0.37684 (Simulation time: 0 hr 2 min 30 sec) 
Heartbeat CPU  0 instructions:  106000001 cycles:  123043143 heartbeat IPC: 0.37172 cumulative IPC: 0.37597 (Simulation time: 0 hr 2 min 33 sec) 
Heartbeat CPU  0 instructions:  107000003 cycles:  125737169 heartbeat IPC: 0.37119 cumulative IPC: 0.37528 (Simulation time: 0 hr 2 min 35 sec) 
Heartbeat CPU  0 instructions:  108000000 cycles:  128553791 heartbeat IPC: 0.35503 cumulative IPC: 0.37263 (Simulation time: 0 hr 2 min 37 sec) 
Heartbeat CPU  0 instructions:  109000000 cycles:  131345351 heartbeat IPC: 0.35822 cumulative IPC: 0.37097 (Simulation time: 0 hr 2 min 39 sec) 
Heartbeat CPU  0 instructions:  110000002 cycles:  134019430 heartbeat IPC: 0.37396 cumulative IPC: 0.37127 (Simulation time: 0 hr 2 min 42 sec) 
Heartbeat CPU  0 instructions:  111000002 cycles:  136595399 heartbeat IPC: 0.38820 cumulative IPC: 0.37274 (Simulation time: 0 hr 2 min 44 sec) 
Heartbeat CPU  0 instructions:  112000000 cycles:  139344754 heartbeat IPC: 0.36372 cumulative IPC: 0.37198 (Simulation time: 0 hr 2 min 46 sec) 
Heartbeat CPU  0 instructions:  113000001 cycles:  142195767 heartbeat IPC: 0.35075 cumulative IPC: 0.37025 (Simulation time: 0 hr 2 min 48 sec) 
Heartbeat CPU  0 instructions:  114000000 cycles:  145015986 heartbeat IPC: 0.35458 cumulative IPC: 0.36909 (Simulation time: 0 hr 2 min 51 sec) 
Heartbeat CPU  0 instructions:  115000000 cycles:  147719919 heartbeat IPC: 0.36983 cumulative IPC: 0.36914 (Simulation time: 0 hr 2 min 53 sec) 
Heartbeat CPU  0 instructions:  116000000 cycles:  150480305 heartbeat IPC: 0.36227 cumulative IPC: 0.36870 (Simulation time: 0 hr 2 min 55 sec) 
Heartbeat CPU  0 instructions:  117000002 cycles:  153203140 heartbeat IPC: 0.36727 cumulative IPC: 0.36861 (Simulation time: 0 hr 2 min 58 sec) 
Heartbeat CPU  0 instructions:  118000000 cycles:  155944980 heartbeat IPC: 0.36472 cumulative IPC: 0.36840 (Simulation time: 0 hr 3 min 0 sec) 
Heartbeat CPU  0 instructions:  119000000 cycles:  158697999 heartbeat IPC: 0.36324 cumulative IPC: 0.36812 (Simulation time: 0 hr 3 min 2 sec) 
Heartbeat CPU  0 instructions:  120000000 cycles:  161525670 heartbeat IPC: 0.35365 cumulative IPC: 0.36737 (Simulation time: 0 hr 3 min 4 sec) 
Heartbeat CPU  0 instructions:  121000000 cycles:  164233002 heartbeat IPC: 0.36937 cumulative IPC: 0.36746 (Simulation time: 0 hr 3 min 7 sec) 
Heartbeat CPU  0 instructions:  122000001 cycles:  166977050 heartbeat IPC: 0.36443 cumulative IPC: 0.36732 (Simulation time: 0 hr 3 min 9 sec) 
Heartbeat CPU  0 instructions:  123000001 cycles:  169662500 heartbeat IPC: 0.37238 cumulative IPC: 0.36754 (Simulation time: 0 hr 3 min 11 sec) 
Heartbeat CPU  0 instructions:  124000000 cycles:  172298342 heartbeat IPC: 0.37939 cumulative IPC: 0.36802 (Simulation time: 0 hr 3 min 13 sec) 
Heartbeat CPU  0 instructions:  125000003 cycles:  174926213 heartbeat IPC: 0.38054 cumulative IPC: 0.36851 (Simulation time: 0 hr 3 min 16 sec) 
Heartbeat CPU  0 instructions:  126000000 cycles:  177577199 heartbeat IPC: 0.37722 cumulative IPC: 0.36883 (Simulation time: 0 hr 3 min 18 sec) 
Heartbeat CPU  0 instructions:  127000001 cycles:  180434959 heartbeat IPC: 0.34992 cumulative IPC: 0.36810 (Simulation time: 0 hr 3 min 20 sec) 
Heartbeat CPU  0 instructions:  128000000 cycles:  183138897 heartbeat IPC: 0.36983 cumulative IPC: 0.36816 (Simulation time: 0 hr 3 min 22 sec) 
Heartbeat CPU  0 instructions:  129000001 cycles:  185977782 heartbeat IPC: 0.35225 cumulative IPC: 0.36759 (Simulation time: 0 hr 3 min 25 sec) 
Heartbeat CPU  0 instructions:  130000000 cycles:  188822968 heartbeat IPC: 0.35147 cumulative IPC: 0.36702 (Simulation time: 0 hr 3 min 27 sec) 
Heartbeat CPU  0 instructions:  131000000 cycles:  191557230 heartbeat IPC: 0.36573 cumulative IPC: 0.36698 (Simulation time: 0 hr 3 min 29 sec) 
Heartbeat CPU  0 instructions:  132000000 cycles:  194303250 heartbeat IPC: 0.36416 cumulative IPC: 0.36689 (Simulation time: 0 hr 3 min 31 sec) 
Heartbeat CPU  0 instructions:  133000001 cycles:  197004917 heartbeat IPC: 0.37014 cumulative IPC: 0.36699 (Simulation time: 0 hr 3 min 34 sec) 
Heartbeat CPU  0 instructions:  134000000 cycles:  199751859 heartbeat IPC: 0.36404 cumulative IPC: 0.36690 (Simulation time: 0 hr 3 min 36 sec) 
Heartbeat CPU  0 instructions:  135000000 cycles:  202530214 heartbeat IPC: 0.35993 cumulative IPC: 0.36670 (Simulation time: 0 hr 3 min 38 sec) 
Heartbeat CPU  0 instructions:  136000000 cycles:  205300159 heartbeat IPC: 0.36102 cumulative IPC: 0.36654 (Simulation time: 0 hr 3 min 40 sec) 
Heartbeat CPU  0 instructions:  137000000 cycles:  208019744 heartbeat IPC: 0.36770 cumulative IPC: 0.36657 (Simulation time: 0 hr 3 min 43 sec) 
Heartbeat CPU  0 instructions:  138000000 cycles:  210620186 heartbeat IPC: 0.38455 cumulative IPC: 0.36702 (Simulation time: 0 hr 3 min 45 sec) 
Heartbeat CPU  0 instructions:  139000002 cycles:  213279002 heartbeat IPC: 0.37611 cumulative IPC: 0.36725 (Simulation time: 0 hr 3 min 47 sec) 
Heartbeat CPU  0 instructions:  140000000 cycles:  216018078 heartbeat IPC: 0.36509 cumulative IPC: 0.36720 (Simulation time: 0 hr 3 min 49 sec) 
Heartbeat CPU  0 instructions:  141000003 cycles:  218748164 heartbeat IPC: 0.36629 cumulative IPC: 0.36717 (Simulation time: 0 hr 3 min 52 sec) 
Heartbeat CPU  0 instructions:  142000000 cycles:  221415743 heartbeat IPC: 0.37487 cumulative IPC: 0.36735 (Simulation time: 0 hr 3 min 54 sec) 
Heartbeat CPU  0 instructions:  143000001 cycles:  224060749 heartbeat IPC: 0.37807 cumulative IPC: 0.36760 (Simulation time: 0 hr 3 min 56 sec) 
Heartbeat CPU  0 instructions:  144000000 cycles:  225596238 heartbeat IPC: 0.65126 cumulative IPC: 0.37127 (Simulation time: 0 hr 3 min 58 sec) 
Heartbeat CPU  0 instructions:  145000002 cycles:  226503948 heartbeat IPC: 1.10168 cumulative IPC: 0.37682 (Simulation time: 0 hr 4 min 1 sec) 
Heartbeat CPU  0 instructions:  146000000 cycles:  227225163 heartbeat IPC: 1.38655 cumulative IPC: 0.38288 (Simulation time: 0 hr 4 min 3 sec) 
Heartbeat CPU  0 instructions:  147000000 cycles:  228153395 heartbeat IPC: 1.07732 cumulative IPC: 0.38821 (Simulation time: 0 hr 4 min 5 sec) 
Heartbeat CPU  0 instructions:  148000000 cycles:  229243234 heartbeat IPC: 0.91757 cumulative IPC: 0.39293 (Simulation time: 0 hr 4 min 8 sec) 
