*************************************************
   ChampSim Multicore Out-of-Order Simulator
   Last compiled: Dec 11 2024 17:59:53
*************************************************
parsing config file: /home/functionmain/桌面/Pythia/config/mlop.ini

trace_0 /home/functionmain/桌面/Pythia/traces/433.milc-127B.champsimtrace.xz
Heartbeat CPU  0 instructions:   21000001 cycles:    8304293 heartbeat IPC: 1.97025 cumulative IPC: 2.52881 (Simulation time: 0 hr 0 min 35 sec) 
Heartbeat CPU  0 instructions:   22000001 cycles:    8861447 heartbeat IPC: 1.79484 cumulative IPC: 2.48266 (Simulation time: 0 hr 0 min 37 sec) 
Heartbeat CPU  0 instructions:   23000001 cycles:    9418543 heartbeat IPC: 1.79502 cumulative IPC: 2.44199 (Simulation time: 0 hr 0 min 39 sec) 
Heartbeat CPU  0 instructions:   24000000 cycles:    9967436 heartbeat IPC: 1.82185 cumulative IPC: 2.40784 (Simulation time: 0 hr 0 min 41 sec) 
Heartbeat CPU  0 instructions:   25000002 cycles:   10410850 heartbeat IPC: 2.25523 cumulative IPC: 2.40134 (Simulation time: 0 hr 0 min 43 sec) 
Heartbeat CPU  0 instructions:   26000000 cycles:   10854272 heartbeat IPC: 2.25518 cumulative IPC: 2.39537 (Simulation time: 0 hr 0 min 44 sec) 
Heartbeat CPU  0 instructions:   27000000 cycles:   11297661 heartbeat IPC: 2.25536 cumulative IPC: 2.38988 (Simulation time: 0 hr 0 min 46 sec) 
Heartbeat CPU  0 instructions:   28000000 cycles:   11741071 heartbeat IPC: 2.25525 cumulative IPC: 2.38479 (Simulation time: 0 hr 0 min 48 sec) 
Heartbeat CPU  0 instructions:   29000000 cycles:   12184502 heartbeat IPC: 2.25514 cumulative IPC: 2.38007 (Simulation time: 0 hr 0 min 50 sec) 
Heartbeat CPU  0 instructions:   30000000 cycles:   12627949 heartbeat IPC: 2.25506 cumulative IPC: 2.37568 (Simulation time: 0 hr 0 min 52 sec) 
Heartbeat CPU  0 instructions:   31000000 cycles:   13071314 heartbeat IPC: 2.25548 cumulative IPC: 2.37161 (Simulation time: 0 hr 0 min 54 sec) 
Heartbeat CPU  0 instructions:   32000000 cycles:   13514670 heartbeat IPC: 2.25552 cumulative IPC: 2.36780 (Simulation time: 0 hr 0 min 55 sec) 
Heartbeat CPU  0 instructions:   33000000 cycles:   13958090 heartbeat IPC: 2.25520 cumulative IPC: 2.36422 (Simulation time: 0 hr 0 min 57 sec) 
Heartbeat CPU  0 instructions:   34000000 cycles:   14401523 heartbeat IPC: 2.25513 cumulative IPC: 2.36086 (Simulation time: 0 hr 0 min 59 sec) 
Heartbeat CPU  0 instructions:   35000000 cycles:   14844910 heartbeat IPC: 2.25537 cumulative IPC: 2.35771 (Simulation time: 0 hr 1 min 1 sec) 
Heartbeat CPU  0 instructions:   36000000 cycles:   15288393 heartbeat IPC: 2.25488 cumulative IPC: 2.35473 (Simulation time: 0 hr 1 min 3 sec) 
Heartbeat CPU  0 instructions:   37000001 cycles:   15732008 heartbeat IPC: 2.25421 cumulative IPC: 2.35189 (Simulation time: 0 hr 1 min 4 sec) 
Heartbeat CPU  0 instructions:   38000001 cycles:   16175635 heartbeat IPC: 2.25415 cumulative IPC: 2.34921 (Simulation time: 0 hr 1 min 6 sec) 
Heartbeat CPU  0 instructions:   39000002 cycles:   16619256 heartbeat IPC: 2.25418 cumulative IPC: 2.34668 (Simulation time: 0 hr 1 min 8 sec) 
Heartbeat CPU  0 instructions:   40000000 cycles:   17062816 heartbeat IPC: 2.25448 cumulative IPC: 2.34428 (Simulation time: 0 hr 1 min 10 sec) 
Heartbeat CPU  0 instructions:   41000000 cycles:   17506467 heartbeat IPC: 2.25402 cumulative IPC: 2.34199 (Simulation time: 0 hr 1 min 12 sec) 
Heartbeat CPU  0 instructions:   42000000 cycles:   17950112 heartbeat IPC: 2.25405 cumulative IPC: 2.33982 (Simulation time: 0 hr 1 min 13 sec) 
Heartbeat CPU  0 instructions:   43000000 cycles:   18393696 heartbeat IPC: 2.25436 cumulative IPC: 2.33776 (Simulation time: 0 hr 1 min 15 sec) 
Heartbeat CPU  0 instructions:   44000000 cycles:   18837251 heartbeat IPC: 2.25451 cumulative IPC: 2.33580 (Simulation time: 0 hr 1 min 17 sec) 
Heartbeat CPU  0 instructions:   45000001 cycles:   19280831 heartbeat IPC: 2.25439 cumulative IPC: 2.33392 (Simulation time: 0 hr 1 min 19 sec) 
Heartbeat CPU  0 instructions:   46000001 cycles:   19724399 heartbeat IPC: 2.25445 cumulative IPC: 2.33214 (Simulation time: 0 hr 1 min 21 sec) 
Heartbeat CPU  0 instructions:   47000001 cycles:   20167953 heartbeat IPC: 2.25452 cumulative IPC: 2.33043 (Simulation time: 0 hr 1 min 23 sec) 
Heartbeat CPU  0 instructions:   48000000 cycles:   20611550 heartbeat IPC: 2.25430 cumulative IPC: 2.32879 (Simulation time: 0 hr 1 min 24 sec) 
Heartbeat CPU  0 instructions:   49000002 cycles:   21055158 heartbeat IPC: 2.25425 cumulative IPC: 2.32722 (Simulation time: 0 hr 1 min 26 sec) 
Heartbeat CPU  0 instructions:   50000001 cycles:   21498778 heartbeat IPC: 2.25418 cumulative IPC: 2.32571 (Simulation time: 0 hr 1 min 28 sec) 
Heartbeat CPU  0 instructions:   51000001 cycles:   21942376 heartbeat IPC: 2.25429 cumulative IPC: 2.32427 (Simulation time: 0 hr 1 min 30 sec) 
Heartbeat CPU  0 instructions:   52000000 cycles:   22385966 heartbeat IPC: 2.25433 cumulative IPC: 2.32288 (Simulation time: 0 hr 1 min 32 sec) 
Heartbeat CPU  0 instructions:   53000002 cycles:   22829639 heartbeat IPC: 2.25392 cumulative IPC: 2.32154 (Simulation time: 0 hr 1 min 33 sec) 
Heartbeat CPU  0 instructions:   54000002 cycles:   23273140 heartbeat IPC: 2.25479 cumulative IPC: 2.32027 (Simulation time: 0 hr 1 min 35 sec) 
Heartbeat CPU  0 instructions:   55000002 cycles:   23716715 heartbeat IPC: 2.25441 cumulative IPC: 2.31904 (Simulation time: 0 hr 1 min 37 sec) 
Heartbeat CPU  0 instructions:   56000000 cycles:   24160280 heartbeat IPC: 2.25446 cumulative IPC: 2.31785 (Simulation time: 0 hr 1 min 39 sec) 
Heartbeat CPU  0 instructions:   57000000 cycles:   24603828 heartbeat IPC: 2.25455 cumulative IPC: 2.31671 (Simulation time: 0 hr 1 min 41 sec) 
Heartbeat CPU  0 instructions:   58000000 cycles:   25047388 heartbeat IPC: 2.25449 cumulative IPC: 2.31561 (Simulation time: 0 hr 1 min 43 sec) 
Heartbeat CPU  0 instructions:   59000003 cycles:   25491259 heartbeat IPC: 2.25291 cumulative IPC: 2.31452 (Simulation time: 0 hr 1 min 44 sec) 
Heartbeat CPU  0 instructions:   60000000 cycles:   25935447 heartbeat IPC: 2.25129 cumulative IPC: 2.31344 (Simulation time: 0 hr 1 min 46 sec) 
Heartbeat CPU  0 instructions:   61000000 cycles:   26379690 heartbeat IPC: 2.25102 cumulative IPC: 2.31239 (Simulation time: 0 hr 1 min 48 sec) 
Heartbeat CPU  0 instructions:   62000002 cycles:   26823858 heartbeat IPC: 2.25140 cumulative IPC: 2.31138 (Simulation time: 0 hr 1 min 50 sec) 
Heartbeat CPU  0 instructions:   63000003 cycles:   27268015 heartbeat IPC: 2.25146 cumulative IPC: 2.31040 (Simulation time: 0 hr 1 min 52 sec) 
Heartbeat CPU  0 instructions:   64000000 cycles:   27712282 heartbeat IPC: 2.25089 cumulative IPC: 2.30945 (Simulation time: 0 hr 1 min 54 sec) 
Heartbeat CPU  0 instructions:   65000003 cycles:   28156447 heartbeat IPC: 2.25142 cumulative IPC: 2.30853 (Simulation time: 0 hr 1 min 55 sec) 
Heartbeat CPU  0 instructions:   66000000 cycles:   28600516 heartbeat IPC: 2.25190 cumulative IPC: 2.30765 (Simulation time: 0 hr 1 min 57 sec) 
Heartbeat CPU  0 instructions:   67000002 cycles:   29044677 heartbeat IPC: 2.25144 cumulative IPC: 2.30679 (Simulation time: 0 hr 1 min 59 sec) 
Heartbeat CPU  0 instructions:   68000000 cycles:   29488846 heartbeat IPC: 2.25139 cumulative IPC: 2.30596 (Simulation time: 0 hr 2 min 1 sec) 
Heartbeat CPU  0 instructions:   69000003 cycles:   29933045 heartbeat IPC: 2.25125 cumulative IPC: 2.30514 (Simulation time: 0 hr 2 min 3 sec) 
Heartbeat CPU  0 instructions:   70000003 cycles:   30377172 heartbeat IPC: 2.25161 cumulative IPC: 2.30436 (Simulation time: 0 hr 2 min 4 sec) 
Heartbeat CPU  0 instructions:   71000003 cycles:   30821436 heartbeat IPC: 2.25091 cumulative IPC: 2.30359 (Simulation time: 0 hr 2 min 6 sec) 
Heartbeat CPU  0 instructions:   72000000 cycles:   31265642 heartbeat IPC: 2.25120 cumulative IPC: 2.30285 (Simulation time: 0 hr 2 min 8 sec) 
Heartbeat CPU  0 instructions:   73000001 cycles:   31709813 heartbeat IPC: 2.25139 cumulative IPC: 2.30213 (Simulation time: 0 hr 2 min 10 sec) 
Heartbeat CPU  0 instructions:   74000002 cycles:   32153995 heartbeat IPC: 2.25133 cumulative IPC: 2.30142 (Simulation time: 0 hr 2 min 12 sec) 
Heartbeat CPU  0 instructions:   75000003 cycles:   32598126 heartbeat IPC: 2.25159 cumulative IPC: 2.30075 (Simulation time: 0 hr 2 min 13 sec) 
Heartbeat CPU  0 instructions:   76000000 cycles:   33042338 heartbeat IPC: 2.25117 cumulative IPC: 2.30008 (Simulation time: 0 hr 2 min 15 sec) 
Heartbeat CPU  0 instructions:   77000003 cycles:   33486549 heartbeat IPC: 2.25119 cumulative IPC: 2.29943 (Simulation time: 0 hr 2 min 17 sec) 
Heartbeat CPU  0 instructions:   78000000 cycles:   33930696 heartbeat IPC: 2.25150 cumulative IPC: 2.29880 (Simulation time: 0 hr 2 min 19 sec) 
Heartbeat CPU  0 instructions:   79000002 cycles:   34374895 heartbeat IPC: 2.25125 cumulative IPC: 2.29819 (Simulation time: 0 hr 2 min 21 sec) 
Heartbeat CPU  0 instructions:   80000000 cycles:   34819046 heartbeat IPC: 2.25148 cumulative IPC: 2.29759 (Simulation time: 0 hr 2 min 23 sec) 
Heartbeat CPU  0 instructions:   81000001 cycles:   35263260 heartbeat IPC: 2.25117 cumulative IPC: 2.29701 (Simulation time: 0 hr 2 min 24 sec) 
Heartbeat CPU  0 instructions:   82000003 cycles:   35707450 heartbeat IPC: 2.25129 cumulative IPC: 2.29644 (Simulation time: 0 hr 2 min 26 sec) 
Heartbeat CPU  0 instructions:   83000003 cycles:   36151633 heartbeat IPC: 2.25132 cumulative IPC: 2.29589 (Simulation time: 0 hr 2 min 28 sec) 
Heartbeat CPU  0 instructions:   84000000 cycles:   36595765 heartbeat IPC: 2.25158 cumulative IPC: 2.29535 (Simulation time: 0 hr 2 min 30 sec) 
Heartbeat CPU  0 instructions:   85000003 cycles:   37039969 heartbeat IPC: 2.25122 cumulative IPC: 2.29482 (Simulation time: 0 hr 2 min 32 sec) 
Heartbeat CPU  0 instructions:   86000002 cycles:   37484125 heartbeat IPC: 2.25146 cumulative IPC: 2.29430 (Simulation time: 0 hr 2 min 34 sec) 
Heartbeat CPU  0 instructions:   87000003 cycles:   37928287 heartbeat IPC: 2.25143 cumulative IPC: 2.29380 (Simulation time: 0 hr 2 min 35 sec) 
Heartbeat CPU  0 instructions:   88000000 cycles:   38372507 heartbeat IPC: 2.25113 cumulative IPC: 2.29331 (Simulation time: 0 hr 2 min 37 sec) 
Heartbeat CPU  0 instructions:   89000001 cycles:   38816832 heartbeat IPC: 2.25061 cumulative IPC: 2.29282 (Simulation time: 0 hr 2 min 39 sec) 
Heartbeat CPU  0 instructions:   90000000 cycles:   39260959 heartbeat IPC: 2.25161 cumulative IPC: 2.29235 (Simulation time: 0 hr 2 min 41 sec) 
Heartbeat CPU  0 instructions:   91000002 cycles:   39705215 heartbeat IPC: 2.25096 cumulative IPC: 2.29189 (Simulation time: 0 hr 2 min 43 sec) 
Heartbeat CPU  0 instructions:   92000000 cycles:   40149350 heartbeat IPC: 2.25156 cumulative IPC: 2.29144 (Simulation time: 0 hr 2 min 44 sec) 
Heartbeat CPU  0 instructions:   93000001 cycles:   40593572 heartbeat IPC: 2.25113 cumulative IPC: 2.29100 (Simulation time: 0 hr 2 min 46 sec) 
Heartbeat CPU  0 instructions:   94000003 cycles:   41032255 heartbeat IPC: 2.27955 cumulative IPC: 2.29088 (Simulation time: 0 hr 2 min 48 sec) 
Heartbeat CPU  0 instructions:   95000002 cycles:   41462110 heartbeat IPC: 2.32636 cumulative IPC: 2.29125 (Simulation time: 0 hr 2 min 50 sec) 
Heartbeat CPU  0 instructions:   96000000 cycles:   41891948 heartbeat IPC: 2.32645 cumulative IPC: 2.29161 (Simulation time: 0 hr 2 min 52 sec) 
Heartbeat CPU  0 instructions:   97000001 cycles:   42321813 heartbeat IPC: 2.32631 cumulative IPC: 2.29196 (Simulation time: 0 hr 2 min 54 sec) 
Heartbeat CPU  0 instructions:   98000000 cycles:   42751654 heartbeat IPC: 2.32644 cumulative IPC: 2.29231 (Simulation time: 0 hr 2 min 56 sec) 
Heartbeat CPU  0 instructions:   99000000 cycles:   43181517 heartbeat IPC: 2.32632 cumulative IPC: 2.29265 (Simulation time: 0 hr 2 min 58 sec) 
Heartbeat CPU  0 instructions:  100000000 cycles:   43611359 heartbeat IPC: 2.32644 cumulative IPC: 2.29298 (Simulation time: 0 hr 3 min 0 sec) 

Warmup complete CPU  0 instructions:  100000001 cycles:   43611360 (Simulation time: 0 hr 3 min 0 sec) 

Heartbeat CPU  0 instructions:  101000002 cycles:   54005578 heartbeat IPC: 0.09621 cumulative IPC: 0.09621 (Simulation time: 0 hr 3 min 6 sec) 
Heartbeat CPU  0 instructions:  102000001 cycles:   60573569 heartbeat IPC: 0.15225 cumulative IPC: 0.11791 (Simulation time: 0 hr 3 min 12 sec) 
Heartbeat CPU  0 instructions:  103000001 cycles:   68457658 heartbeat IPC: 0.12684 cumulative IPC: 0.12074 (Simulation time: 0 hr 3 min 18 sec) 
Heartbeat CPU  0 instructions:  104000000 cycles:   78517157 heartbeat IPC: 0.09941 cumulative IPC: 0.11459 (Simulation time: 0 hr 3 min 24 sec) 
Heartbeat CPU  0 instructions:  105000002 cycles:   88551820 heartbeat IPC: 0.09965 cumulative IPC: 0.11126 (Simulation time: 0 hr 3 min 30 sec) 
Heartbeat CPU  0 instructions:  106000001 cycles:   98610995 heartbeat IPC: 0.09941 cumulative IPC: 0.10909 (Simulation time: 0 hr 3 min 36 sec) 
Heartbeat CPU  0 instructions:  107000001 cycles:  108672424 heartbeat IPC: 0.09939 cumulative IPC: 0.10759 (Simulation time: 0 hr 3 min 43 sec) 
Heartbeat CPU  0 instructions:  108000000 cycles:  118548212 heartbeat IPC: 0.10126 cumulative IPC: 0.10676 (Simulation time: 0 hr 3 min 49 sec) 
Heartbeat CPU  0 instructions:  109000000 cycles:  127941484 heartbeat IPC: 0.10646 cumulative IPC: 0.10672 (Simulation time: 0 hr 3 min 55 sec) 
Heartbeat CPU  0 instructions:  110000001 cycles:  137235663 heartbeat IPC: 0.10759 cumulative IPC: 0.10681 (Simulation time: 0 hr 4 min 0 sec) 
Heartbeat CPU  0 instructions:  111000002 cycles:  146653050 heartbeat IPC: 0.10619 cumulative IPC: 0.10675 (Simulation time: 0 hr 4 min 6 sec) 
Heartbeat CPU  0 instructions:  112000000 cycles:  156283560 heartbeat IPC: 0.10384 cumulative IPC: 0.10650 (Simulation time: 0 hr 4 min 12 sec) 
Heartbeat CPU  0 instructions:  113000000 cycles:  165791501 heartbeat IPC: 0.10518 cumulative IPC: 0.10640 (Simulation time: 0 hr 4 min 18 sec) 
Heartbeat CPU  0 instructions:  114000001 cycles:  175150558 heartbeat IPC: 0.10685 cumulative IPC: 0.10643 (Simulation time: 0 hr 4 min 24 sec) 
Heartbeat CPU  0 instructions:  115000001 cycles:  184599700 heartbeat IPC: 0.10583 cumulative IPC: 0.10639 (Simulation time: 0 hr 4 min 30 sec) 
Heartbeat CPU  0 instructions:  116000000 cycles:  194133504 heartbeat IPC: 0.10489 cumulative IPC: 0.10630 (Simulation time: 0 hr 4 min 36 sec) 
Heartbeat CPU  0 instructions:  117000003 cycles:  203633150 heartbeat IPC: 0.10527 cumulative IPC: 0.10624 (Simulation time: 0 hr 4 min 42 sec) 
Heartbeat CPU  0 instructions:  118000001 cycles:  213446101 heartbeat IPC: 0.10191 cumulative IPC: 0.10599 (Simulation time: 0 hr 4 min 48 sec) 
Heartbeat CPU  0 instructions:  119000000 cycles:  222940964 heartbeat IPC: 0.10532 cumulative IPC: 0.10595 (Simulation time: 0 hr 4 min 54 sec) 
Heartbeat CPU  0 instructions:  120000000 cycles:  232334236 heartbeat IPC: 0.10646 cumulative IPC: 0.10598 (Simulation time: 0 hr 5 min 0 sec) 
Heartbeat CPU  0 instructions:  121000003 cycles:  241841553 heartbeat IPC: 0.10518 cumulative IPC: 0.10594 (Simulation time: 0 hr 5 min 6 sec) 
Heartbeat CPU  0 instructions:  122000001 cycles:  251422151 heartbeat IPC: 0.10438 cumulative IPC: 0.10587 (Simulation time: 0 hr 5 min 12 sec) 
Heartbeat CPU  0 instructions:  123000001 cycles:  260846871 heartbeat IPC: 0.10610 cumulative IPC: 0.10588 (Simulation time: 0 hr 5 min 18 sec) 
Heartbeat CPU  0 instructions:  124000000 cycles:  270259405 heartbeat IPC: 0.10624 cumulative IPC: 0.10589 (Simulation time: 0 hr 5 min 24 sec) 
Heartbeat CPU  0 instructions:  125000003 cycles:  279667441 heartbeat IPC: 0.10629 cumulative IPC: 0.10591 (Simulation time: 0 hr 5 min 29 sec) 
Heartbeat CPU  0 instructions:  126000001 cycles:  289216447 heartbeat IPC: 0.10472 cumulative IPC: 0.10586 (Simulation time: 0 hr 5 min 35 sec) 
Heartbeat CPU  0 instructions:  127000003 cycles:  296746007 heartbeat IPC: 0.13281 cumulative IPC: 0.10666 (Simulation time: 0 hr 5 min 41 sec) 
Heartbeat CPU  0 instructions:  128000000 cycles:  301805772 heartbeat IPC: 0.19764 cumulative IPC: 0.10845 (Simulation time: 0 hr 5 min 45 sec) 
Heartbeat CPU  0 instructions:  129000003 cycles:  311175346 heartbeat IPC: 0.10673 cumulative IPC: 0.10839 (Simulation time: 0 hr 5 min 52 sec) 
Heartbeat CPU  0 instructions:  130000002 cycles:  320918688 heartbeat IPC: 0.10263 cumulative IPC: 0.10818 (Simulation time: 0 hr 5 min 58 sec) 
Heartbeat CPU  0 instructions:  131000000 cycles:  330627370 heartbeat IPC: 0.10300 cumulative IPC: 0.10801 (Simulation time: 0 hr 6 min 4 sec) 
Heartbeat CPU  0 instructions:  132000000 cycles:  340367845 heartbeat IPC: 0.10266 cumulative IPC: 0.10783 (Simulation time: 0 hr 6 min 10 sec) 
Heartbeat CPU  0 instructions:  133000001 cycles:  350398123 heartbeat IPC: 0.09970 cumulative IPC: 0.10757 (Simulation time: 0 hr 6 min 16 sec) 
Heartbeat CPU  0 instructions:  134000002 cycles:  359943013 heartbeat IPC: 0.10477 cumulative IPC: 0.10748 (Simulation time: 0 hr 6 min 22 sec) 
Heartbeat CPU  0 instructions:  135000002 cycles:  369434507 heartbeat IPC: 0.10536 cumulative IPC: 0.10742 (Simulation time: 0 hr 6 min 28 sec) 
Heartbeat CPU  0 instructions:  136000000 cycles:  378890235 heartbeat IPC: 0.10576 cumulative IPC: 0.10737 (Simulation time: 0 hr 6 min 34 sec) 
Heartbeat CPU  0 instructions:  137000003 cycles:  388566662 heartbeat IPC: 0.10334 cumulative IPC: 0.10726 (Simulation time: 0 hr 6 min 40 sec) 
Heartbeat CPU  0 instructions:  138000002 cycles:  398164142 heartbeat IPC: 0.10419 cumulative IPC: 0.10718 (Simulation time: 0 hr 6 min 46 sec) 
Heartbeat CPU  0 instructions:  139000003 cycles:  407676684 heartbeat IPC: 0.10512 cumulative IPC: 0.10712 (Simulation time: 0 hr 6 min 52 sec) 
Heartbeat CPU  0 instructions:  140000000 cycles:  417141229 heartbeat IPC: 0.10566 cumulative IPC: 0.10709 (Simulation time: 0 hr 6 min 58 sec) 
Heartbeat CPU  0 instructions:  141000003 cycles:  426800232 heartbeat IPC: 0.10353 cumulative IPC: 0.10700 (Simulation time: 0 hr 7 min 4 sec) 
Heartbeat CPU  0 instructions:  142000002 cycles:  436394265 heartbeat IPC: 0.10423 cumulative IPC: 0.10693 (Simulation time: 0 hr 7 min 10 sec) 
Heartbeat CPU  0 instructions:  143000002 cycles:  445929527 heartbeat IPC: 0.10487 cumulative IPC: 0.10688 (Simulation time: 0 hr 7 min 16 sec) 
Heartbeat CPU  0 instructions:  144000000 cycles:  455471586 heartbeat IPC: 0.10480 cumulative IPC: 0.10683 (Simulation time: 0 hr 7 min 22 sec) 
Heartbeat CPU  0 instructions:  145000003 cycles:  464961431 heartbeat IPC: 0.10538 cumulative IPC: 0.10680 (Simulation time: 0 hr 7 min 28 sec) 
Heartbeat CPU  0 instructions:  146000002 cycles:  474583356 heartbeat IPC: 0.10393 cumulative IPC: 0.10674 (Simulation time: 0 hr 7 min 34 sec) 
Heartbeat CPU  0 instructions:  147000002 cycles:  484092540 heartbeat IPC: 0.10516 cumulative IPC: 0.10670 (Simulation time: 0 hr 7 min 40 sec) 
