*************************************************
   ChampSim Multicore Out-of-Order Simulator
   Last compiled: Dec 11 2024 17:59:53
*************************************************
parsing config file: /home/functionmain/桌面/Pythia/config/bingo.ini

trace_0 /home/functionmain/桌面/Pythia/traces/437.leslie3d-232B.champsimtrace.xz
Heartbeat CPU  0 instructions:    2000001 cycles:     995363 heartbeat IPC: 1.97172 cumulative IPC: 2.00932 (Simulation time: 0 hr 0 min 4 sec) 
Heartbeat CPU  0 instructions:    3000003 cycles:    1554436 heartbeat IPC: 1.78868 cumulative IPC: 1.92996 (Simulation time: 0 hr 0 min 6 sec) 
Heartbeat CPU  0 instructions:    4000000 cycles:    2079224 heartbeat IPC: 1.90553 cumulative IPC: 1.92379 (Simulation time: 0 hr 0 min 7 sec) 
Heartbeat CPU  0 instructions:    5000002 cycles:    2567398 heartbeat IPC: 2.04845 cumulative IPC: 1.94750 (Simulation time: 0 hr 0 min 9 sec) 
Heartbeat CPU  0 instructions:    6000003 cycles:    3054998 heartbeat IPC: 2.05086 cumulative IPC: 1.96400 (Simulation time: 0 hr 0 min 11 sec) 
Heartbeat CPU  0 instructions:    7000001 cycles:    3542987 heartbeat IPC: 2.04922 cumulative IPC: 1.97573 (Simulation time: 0 hr 0 min 13 sec) 
Heartbeat CPU  0 instructions:    8000000 cycles:    4031145 heartbeat IPC: 2.04852 cumulative IPC: 1.98455 (Simulation time: 0 hr 0 min 14 sec) 
Heartbeat CPU  0 instructions:    9000000 cycles:    4519734 heartbeat IPC: 2.04671 cumulative IPC: 1.99127 (Simulation time: 0 hr 0 min 16 sec) 
Heartbeat CPU  0 instructions:   10000003 cycles:    5008426 heartbeat IPC: 2.04628 cumulative IPC: 1.99664 (Simulation time: 0 hr 0 min 18 sec) 
Heartbeat CPU  0 instructions:   11000000 cycles:    5497200 heartbeat IPC: 2.04593 cumulative IPC: 2.00102 (Simulation time: 0 hr 0 min 20 sec) 
Heartbeat CPU  0 instructions:   12000000 cycles:    5985647 heartbeat IPC: 2.04731 cumulative IPC: 2.00480 (Simulation time: 0 hr 0 min 21 sec) 
Heartbeat CPU  0 instructions:   13000001 cycles:    6532540 heartbeat IPC: 1.82851 cumulative IPC: 1.99004 (Simulation time: 0 hr 0 min 23 sec) 
Heartbeat CPU  0 instructions:   14000001 cycles:    7088294 heartbeat IPC: 1.79936 cumulative IPC: 1.97509 (Simulation time: 0 hr 0 min 25 sec) 
Heartbeat CPU  0 instructions:   15000000 cycles:    7576438 heartbeat IPC: 2.04857 cumulative IPC: 1.97982 (Simulation time: 0 hr 0 min 27 sec) 
Heartbeat CPU  0 instructions:   16000000 cycles:    8064722 heartbeat IPC: 2.04799 cumulative IPC: 1.98395 (Simulation time: 0 hr 0 min 28 sec) 
Heartbeat CPU  0 instructions:   17000003 cycles:    8552959 heartbeat IPC: 2.04819 cumulative IPC: 1.98762 (Simulation time: 0 hr 0 min 30 sec) 
Heartbeat CPU  0 instructions:   18000003 cycles:    9041223 heartbeat IPC: 2.04807 cumulative IPC: 1.99088 (Simulation time: 0 hr 0 min 32 sec) 
Heartbeat CPU  0 instructions:   19000001 cycles:    9529632 heartbeat IPC: 2.04746 cumulative IPC: 1.99378 (Simulation time: 0 hr 0 min 33 sec) 
Heartbeat CPU  0 instructions:   20000000 cycles:   10018499 heartbeat IPC: 2.04554 cumulative IPC: 1.99631 (Simulation time: 0 hr 0 min 35 sec) 
Heartbeat CPU  0 instructions:   21000000 cycles:   10507427 heartbeat IPC: 2.04529 cumulative IPC: 1.99859 (Simulation time: 0 hr 0 min 37 sec) 
Heartbeat CPU  0 instructions:   22000002 cycles:   10995720 heartbeat IPC: 2.04795 cumulative IPC: 2.00078 (Simulation time: 0 hr 0 min 39 sec) 
Heartbeat CPU  0 instructions:   23000002 cycles:   11510986 heartbeat IPC: 1.94075 cumulative IPC: 1.99809 (Simulation time: 0 hr 0 min 40 sec) 
Heartbeat CPU  0 instructions:   24000000 cycles:   12070214 heartbeat IPC: 1.78818 cumulative IPC: 1.98837 (Simulation time: 0 hr 0 min 42 sec) 
Heartbeat CPU  0 instructions:   25000001 cycles:   12585927 heartbeat IPC: 1.93906 cumulative IPC: 1.98635 (Simulation time: 0 hr 0 min 44 sec) 
Heartbeat CPU  0 instructions:   26000001 cycles:   13074549 heartbeat IPC: 2.04657 cumulative IPC: 1.98860 (Simulation time: 0 hr 0 min 46 sec) 
Heartbeat CPU  0 instructions:   27000000 cycles:   13563057 heartbeat IPC: 2.04705 cumulative IPC: 1.99070 (Simulation time: 0 hr 0 min 47 sec) 
Heartbeat CPU  0 instructions:   28000000 cycles:   14051921 heartbeat IPC: 2.04556 cumulative IPC: 1.99261 (Simulation time: 0 hr 0 min 49 sec) 
Heartbeat CPU  0 instructions:   29000002 cycles:   14540510 heartbeat IPC: 2.04671 cumulative IPC: 1.99443 (Simulation time: 0 hr 0 min 51 sec) 
Heartbeat CPU  0 instructions:   30000001 cycles:   15029278 heartbeat IPC: 2.04596 cumulative IPC: 1.99610 (Simulation time: 0 hr 0 min 53 sec) 
Heartbeat CPU  0 instructions:   31000001 cycles:   15517291 heartbeat IPC: 2.04913 cumulative IPC: 1.99777 (Simulation time: 0 hr 0 min 54 sec) 
Heartbeat CPU  0 instructions:   32000000 cycles:   16005362 heartbeat IPC: 2.04888 cumulative IPC: 1.99933 (Simulation time: 0 hr 0 min 56 sec) 
Heartbeat CPU  0 instructions:   33000002 cycles:   16493652 heartbeat IPC: 2.04797 cumulative IPC: 2.00077 (Simulation time: 0 hr 0 min 58 sec) 
Heartbeat CPU  0 instructions:   34000001 cycles:   17048906 heartbeat IPC: 1.80098 cumulative IPC: 1.99426 (Simulation time: 0 hr 1 min 0 sec) 
Heartbeat CPU  0 instructions:   35000001 cycles:   17595817 heartbeat IPC: 1.82845 cumulative IPC: 1.98911 (Simulation time: 0 hr 1 min 1 sec) 
Heartbeat CPU  0 instructions:   36000000 cycles:   18084212 heartbeat IPC: 2.04752 cumulative IPC: 1.99069 (Simulation time: 0 hr 1 min 3 sec) 
Heartbeat CPU  0 instructions:   37000003 cycles:   18573306 heartbeat IPC: 2.04460 cumulative IPC: 1.99211 (Simulation time: 0 hr 1 min 5 sec) 
Heartbeat CPU  0 instructions:   38000001 cycles:   19061971 heartbeat IPC: 2.04639 cumulative IPC: 1.99350 (Simulation time: 0 hr 1 min 6 sec) 
Heartbeat CPU  0 instructions:   39000002 cycles:   19550538 heartbeat IPC: 2.04680 cumulative IPC: 1.99483 (Simulation time: 0 hr 1 min 8 sec) 
Heartbeat CPU  0 instructions:   40000000 cycles:   20038404 heartbeat IPC: 2.04974 cumulative IPC: 1.99617 (Simulation time: 0 hr 1 min 10 sec) 
Heartbeat CPU  0 instructions:   41000001 cycles:   20526222 heartbeat IPC: 2.04995 cumulative IPC: 1.99745 (Simulation time: 0 hr 1 min 12 sec) 
Heartbeat CPU  0 instructions:   42000001 cycles:   21014270 heartbeat IPC: 2.04898 cumulative IPC: 1.99864 (Simulation time: 0 hr 1 min 13 sec) 
Heartbeat CPU  0 instructions:   43000001 cycles:   21502788 heartbeat IPC: 2.04701 cumulative IPC: 1.99974 (Simulation time: 0 hr 1 min 15 sec) 
Heartbeat CPU  0 instructions:   44000000 cycles:   22026960 heartbeat IPC: 1.90777 cumulative IPC: 1.99755 (Simulation time: 0 hr 1 min 17 sec) 
Heartbeat CPU  0 instructions:   45000000 cycles:   22586606 heartbeat IPC: 1.78684 cumulative IPC: 1.99233 (Simulation time: 0 hr 1 min 19 sec) 
Heartbeat CPU  0 instructions:   46000002 cycles:   23094962 heartbeat IPC: 1.96713 cumulative IPC: 1.99178 (Simulation time: 0 hr 1 min 20 sec) 
Heartbeat CPU  0 instructions:   47000002 cycles:   23583622 heartbeat IPC: 2.04641 cumulative IPC: 1.99291 (Simulation time: 0 hr 1 min 22 sec) 
Heartbeat CPU  0 instructions:   48000000 cycles:   24071784 heartbeat IPC: 2.04850 cumulative IPC: 1.99404 (Simulation time: 0 hr 1 min 24 sec) 
Heartbeat CPU  0 instructions:   49000002 cycles:   24559876 heartbeat IPC: 2.04880 cumulative IPC: 1.99512 (Simulation time: 0 hr 1 min 26 sec) 
Heartbeat CPU  0 instructions:   50000000 cycles:   25048284 heartbeat IPC: 2.04746 cumulative IPC: 1.99614 (Simulation time: 0 hr 1 min 27 sec) 
Heartbeat CPU  0 instructions:   51000002 cycles:   25536458 heartbeat IPC: 2.04845 cumulative IPC: 1.99714 (Simulation time: 0 hr 1 min 29 sec) 
Heartbeat CPU  0 instructions:   52000000 cycles:   26024887 heartbeat IPC: 2.04738 cumulative IPC: 1.99809 (Simulation time: 0 hr 1 min 31 sec) 
Heartbeat CPU  0 instructions:   53000000 cycles:   26513220 heartbeat IPC: 2.04778 cumulative IPC: 1.99900 (Simulation time: 0 hr 1 min 32 sec) 
Heartbeat CPU  0 instructions:   54000000 cycles:   27005817 heartbeat IPC: 2.03006 cumulative IPC: 1.99957 (Simulation time: 0 hr 1 min 34 sec) 
Heartbeat CPU  0 instructions:   55000002 cycles:   27564992 heartbeat IPC: 1.78835 cumulative IPC: 1.99528 (Simulation time: 0 hr 1 min 36 sec) 
Heartbeat CPU  0 instructions:   56000000 cycles:   28105366 heartbeat IPC: 1.85057 cumulative IPC: 1.99250 (Simulation time: 0 hr 1 min 38 sec) 
Heartbeat CPU  0 instructions:   57000000 cycles:   28593334 heartbeat IPC: 2.04931 cumulative IPC: 1.99347 (Simulation time: 0 hr 1 min 39 sec) 
Heartbeat CPU  0 instructions:   58000003 cycles:   29081217 heartbeat IPC: 2.04968 cumulative IPC: 1.99441 (Simulation time: 0 hr 1 min 41 sec) 
Heartbeat CPU  0 instructions:   59000001 cycles:   29569254 heartbeat IPC: 2.04902 cumulative IPC: 1.99532 (Simulation time: 0 hr 1 min 43 sec) 
Heartbeat CPU  0 instructions:   60000000 cycles:   30057601 heartbeat IPC: 2.04772 cumulative IPC: 1.99617 (Simulation time: 0 hr 1 min 45 sec) 
Heartbeat CPU  0 instructions:   61000000 cycles:   30546120 heartbeat IPC: 2.04700 cumulative IPC: 1.99698 (Simulation time: 0 hr 1 min 46 sec) 
Heartbeat CPU  0 instructions:   62000000 cycles:   31034990 heartbeat IPC: 2.04553 cumulative IPC: 1.99775 (Simulation time: 0 hr 1 min 48 sec) 
Heartbeat CPU  0 instructions:   63000002 cycles:   31523548 heartbeat IPC: 2.04684 cumulative IPC: 1.99851 (Simulation time: 0 hr 1 min 50 sec) 
Heartbeat CPU  0 instructions:   64000000 cycles:   32012050 heartbeat IPC: 2.04707 cumulative IPC: 1.99925 (Simulation time: 0 hr 1 min 52 sec) 
Heartbeat CPU  0 instructions:   65000000 cycles:   32543128 heartbeat IPC: 1.88296 cumulative IPC: 1.99735 (Simulation time: 0 hr 1 min 53 sec) 
Heartbeat CPU  0 instructions:   66000001 cycles:   33102382 heartbeat IPC: 1.78810 cumulative IPC: 1.99381 (Simulation time: 0 hr 1 min 55 sec) 
Heartbeat CPU  0 instructions:   67000000 cycles:   33602550 heartbeat IPC: 1.99933 cumulative IPC: 1.99390 (Simulation time: 0 hr 1 min 57 sec) 
Heartbeat CPU  0 instructions:   68000000 cycles:   34090801 heartbeat IPC: 2.04813 cumulative IPC: 1.99467 (Simulation time: 0 hr 1 min 59 sec) 
Heartbeat CPU  0 instructions:   69000001 cycles:   34579255 heartbeat IPC: 2.04728 cumulative IPC: 1.99542 (Simulation time: 0 hr 2 min 0 sec) 
Heartbeat CPU  0 instructions:   70000001 cycles:   35067390 heartbeat IPC: 2.04861 cumulative IPC: 1.99616 (Simulation time: 0 hr 2 min 2 sec) 
Heartbeat CPU  0 instructions:   71000003 cycles:   35556193 heartbeat IPC: 2.04582 cumulative IPC: 1.99684 (Simulation time: 0 hr 2 min 4 sec) 
Heartbeat CPU  0 instructions:   72000000 cycles:   36045057 heartbeat IPC: 2.04555 cumulative IPC: 1.99750 (Simulation time: 0 hr 2 min 5 sec) 
Heartbeat CPU  0 instructions:   73000001 cycles:   36533969 heartbeat IPC: 2.04536 cumulative IPC: 1.99814 (Simulation time: 0 hr 2 min 7 sec) 
Heartbeat CPU  0 instructions:   74000000 cycles:   37021994 heartbeat IPC: 2.04907 cumulative IPC: 1.99881 (Simulation time: 0 hr 2 min 9 sec) 
Heartbeat CPU  0 instructions:   75000001 cycles:   37521630 heartbeat IPC: 2.00146 cumulative IPC: 1.99885 (Simulation time: 0 hr 2 min 11 sec) 
Heartbeat CPU  0 instructions:   76000000 cycles:   38080850 heartbeat IPC: 1.78820 cumulative IPC: 1.99575 (Simulation time: 0 hr 2 min 12 sec) 
Heartbeat CPU  0 instructions:   77000002 cycles:   38611824 heartbeat IPC: 1.88334 cumulative IPC: 1.99421 (Simulation time: 0 hr 2 min 14 sec) 
Heartbeat CPU  0 instructions:   78000001 cycles:   39100177 heartbeat IPC: 2.04770 cumulative IPC: 1.99488 (Simulation time: 0 hr 2 min 16 sec) 
Heartbeat CPU  0 instructions:   79000001 cycles:   39588990 heartbeat IPC: 2.04577 cumulative IPC: 1.99550 (Simulation time: 0 hr 2 min 18 sec) 
Heartbeat CPU  0 instructions:   80000000 cycles:   40077545 heartbeat IPC: 2.04685 cumulative IPC: 1.99613 (Simulation time: 0 hr 2 min 20 sec) 
Heartbeat CPU  0 instructions:   81000003 cycles:   40566276 heartbeat IPC: 2.04612 cumulative IPC: 1.99673 (Simulation time: 0 hr 2 min 21 sec) 
Heartbeat CPU  0 instructions:   82000001 cycles:   41054471 heartbeat IPC: 2.04836 cumulative IPC: 1.99735 (Simulation time: 0 hr 2 min 23 sec) 
Heartbeat CPU  0 instructions:   83000000 cycles:   41542487 heartbeat IPC: 2.04911 cumulative IPC: 1.99795 (Simulation time: 0 hr 2 min 25 sec) 
Heartbeat CPU  0 instructions:   84000000 cycles:   42030605 heartbeat IPC: 2.04868 cumulative IPC: 1.99854 (Simulation time: 0 hr 2 min 27 sec) 
Heartbeat CPU  0 instructions:   85000002 cycles:   42518890 heartbeat IPC: 2.04799 cumulative IPC: 1.99911 (Simulation time: 0 hr 2 min 28 sec) 
Heartbeat CPU  0 instructions:   86000000 cycles:   43059393 heartbeat IPC: 1.85012 cumulative IPC: 1.99724 (Simulation time: 0 hr 2 min 30 sec) 
Heartbeat CPU  0 instructions:   87000002 cycles:   43618838 heartbeat IPC: 1.78749 cumulative IPC: 1.99455 (Simulation time: 0 hr 2 min 32 sec) 
Heartbeat CPU  0 instructions:   88000000 cycles:   44132098 heartbeat IPC: 1.94833 cumulative IPC: 1.99401 (Simulation time: 0 hr 2 min 33 sec) 
Heartbeat CPU  0 instructions:   89000002 cycles:   44659681 heartbeat IPC: 1.89544 cumulative IPC: 1.99285 (Simulation time: 0 hr 2 min 35 sec) 
Heartbeat CPU  0 instructions:   90000002 cycles:   45186653 heartbeat IPC: 1.89763 cumulative IPC: 1.99174 (Simulation time: 0 hr 2 min 37 sec) 
Heartbeat CPU  0 instructions:   91000003 cycles:   45714007 heartbeat IPC: 1.89626 cumulative IPC: 1.99064 (Simulation time: 0 hr 2 min 39 sec) 
Heartbeat CPU  0 instructions:   92000000 cycles:   46240819 heartbeat IPC: 1.89820 cumulative IPC: 1.98958 (Simulation time: 0 hr 2 min 40 sec) 
Heartbeat CPU  0 instructions:   93000001 cycles:   46767927 heartbeat IPC: 1.89715 cumulative IPC: 1.98854 (Simulation time: 0 hr 2 min 42 sec) 
Heartbeat CPU  0 instructions:   94000003 cycles:   47295928 heartbeat IPC: 1.89394 cumulative IPC: 1.98749 (Simulation time: 0 hr 2 min 44 sec) 
Heartbeat CPU  0 instructions:   95000001 cycles:   47822800 heartbeat IPC: 1.89799 cumulative IPC: 1.98650 (Simulation time: 0 hr 2 min 46 sec) 
Heartbeat CPU  0 instructions:   96000000 cycles:   48349760 heartbeat IPC: 1.89768 cumulative IPC: 1.98553 (Simulation time: 0 hr 2 min 48 sec) 
Heartbeat CPU  0 instructions:   97000003 cycles:   48877456 heartbeat IPC: 1.89504 cumulative IPC: 1.98456 (Simulation time: 0 hr 2 min 49 sec) 
Heartbeat CPU  0 instructions:   98000002 cycles:   49403770 heartbeat IPC: 1.90000 cumulative IPC: 1.98365 (Simulation time: 0 hr 2 min 51 sec) 
Heartbeat CPU  0 instructions:   99000002 cycles:   49930569 heartbeat IPC: 1.89826 cumulative IPC: 1.98275 (Simulation time: 0 hr 2 min 53 sec) 
Heartbeat CPU  0 instructions:  100000000 cycles:   50457857 heartbeat IPC: 1.89649 cumulative IPC: 1.98185 (Simulation time: 0 hr 2 min 55 sec) 

Warmup complete CPU  0 instructions:  100000001 cycles:   50457858 (Simulation time: 0 hr 2 min 55 sec) 

Heartbeat CPU  0 instructions:  101000002 cycles:   51435961 heartbeat IPC: 1.02239 cumulative IPC: 1.02239 (Simulation time: 0 hr 2 min 57 sec) 
Heartbeat CPU  0 instructions:  102000002 cycles:   52413531 heartbeat IPC: 1.02294 cumulative IPC: 1.02267 (Simulation time: 0 hr 2 min 59 sec) 
Heartbeat CPU  0 instructions:  103000000 cycles:   53393856 heartbeat IPC: 1.02007 cumulative IPC: 1.02180 (Simulation time: 0 hr 3 min 1 sec) 
Heartbeat CPU  0 instructions:  104000000 cycles:   54388846 heartbeat IPC: 1.00504 cumulative IPC: 1.01756 (Simulation time: 0 hr 3 min 3 sec) 
Heartbeat CPU  0 instructions:  105000002 cycles:   55385764 heartbeat IPC: 1.00309 cumulative IPC: 1.01463 (Simulation time: 0 hr 3 min 5 sec) 
Heartbeat CPU  0 instructions:  106000000 cycles:   56392837 heartbeat IPC: 0.99297 cumulative IPC: 1.01096 (Simulation time: 0 hr 3 min 7 sec) 
Heartbeat CPU  0 instructions:  107000003 cycles:   57396813 heartbeat IPC: 0.99604 cumulative IPC: 1.00880 (Simulation time: 0 hr 3 min 10 sec) 
Heartbeat CPU  0 instructions:  108000000 cycles:   58388705 heartbeat IPC: 1.00817 cumulative IPC: 1.00872 (Simulation time: 0 hr 3 min 12 sec) 
Heartbeat CPU  0 instructions:  109000002 cycles:   59411729 heartbeat IPC: 0.97750 cumulative IPC: 1.00515 (Simulation time: 0 hr 3 min 14 sec) 
Heartbeat CPU  0 instructions:  110000000 cycles:   60401328 heartbeat IPC: 1.01051 cumulative IPC: 1.00569 (Simulation time: 0 hr 3 min 16 sec) 
Heartbeat CPU  0 instructions:  111000000 cycles:   61385852 heartbeat IPC: 1.01572 cumulative IPC: 1.00659 (Simulation time: 0 hr 3 min 18 sec) 
Heartbeat CPU  0 instructions:  112000000 cycles:   62373370 heartbeat IPC: 1.01264 cumulative IPC: 1.00709 (Simulation time: 0 hr 3 min 20 sec) 
Heartbeat CPU  0 instructions:  113000001 cycles:   63372925 heartbeat IPC: 1.00045 cumulative IPC: 1.00658 (Simulation time: 0 hr 3 min 22 sec) 
Heartbeat CPU  0 instructions:  114000000 cycles:   64370827 heartbeat IPC: 1.00210 cumulative IPC: 1.00626 (Simulation time: 0 hr 3 min 25 sec) 
Heartbeat CPU  0 instructions:  115000001 cycles:   65386941 heartbeat IPC: 0.98414 cumulative IPC: 1.00475 (Simulation time: 0 hr 3 min 27 sec) 
Heartbeat CPU  0 instructions:  116000000 cycles:   66388159 heartbeat IPC: 0.99878 cumulative IPC: 1.00438 (Simulation time: 0 hr 3 min 29 sec) 
Heartbeat CPU  0 instructions:  117000003 cycles:   67389269 heartbeat IPC: 0.99889 cumulative IPC: 1.00405 (Simulation time: 0 hr 3 min 31 sec) 
Heartbeat CPU  0 instructions:  118000000 cycles:   68387477 heartbeat IPC: 1.00179 cumulative IPC: 1.00393 (Simulation time: 0 hr 3 min 33 sec) 
Heartbeat CPU  0 instructions:  119000002 cycles:   69401988 heartbeat IPC: 0.98570 cumulative IPC: 1.00295 (Simulation time: 0 hr 3 min 35 sec) 
Heartbeat CPU  0 instructions:  120000000 cycles:   70397717 heartbeat IPC: 1.00429 cumulative IPC: 1.00302 (Simulation time: 0 hr 3 min 38 sec) 
Heartbeat CPU  0 instructions:  121000003 cycles:   71372253 heartbeat IPC: 1.02613 cumulative IPC: 1.00409 (Simulation time: 0 hr 3 min 40 sec) 
Heartbeat CPU  0 instructions:  122000003 cycles:   72350150 heartbeat IPC: 1.02260 cumulative IPC: 1.00492 (Simulation time: 0 hr 3 min 42 sec) 
Heartbeat CPU  0 instructions:  123000000 cycles:   73328374 heartbeat IPC: 1.02226 cumulative IPC: 1.00566 (Simulation time: 0 hr 3 min 44 sec) 
Heartbeat CPU  0 instructions:  124000000 cycles:   74311163 heartbeat IPC: 1.01751 cumulative IPC: 1.00615 (Simulation time: 0 hr 3 min 46 sec) 
Heartbeat CPU  0 instructions:  125000003 cycles:   75316848 heartbeat IPC: 0.99435 cumulative IPC: 1.00567 (Simulation time: 0 hr 3 min 48 sec) 
Heartbeat CPU  0 instructions:  126000000 cycles:   76306941 heartbeat IPC: 1.01000 cumulative IPC: 1.00584 (Simulation time: 0 hr 3 min 50 sec) 
Heartbeat CPU  0 instructions:  127000000 cycles:   77299643 heartbeat IPC: 1.00735 cumulative IPC: 1.00589 (Simulation time: 0 hr 3 min 53 sec) 
Heartbeat CPU  0 instructions:  128000000 cycles:   78291770 heartbeat IPC: 1.00794 cumulative IPC: 1.00597 (Simulation time: 0 hr 3 min 55 sec) 
Heartbeat CPU  0 instructions:  129000002 cycles:   79287313 heartbeat IPC: 1.00448 cumulative IPC: 1.00592 (Simulation time: 0 hr 3 min 57 sec) 
Heartbeat CPU  0 instructions:  130000001 cycles:   80290977 heartbeat IPC: 0.99635 cumulative IPC: 1.00559 (Simulation time: 0 hr 3 min 59 sec) 
Heartbeat CPU  0 instructions:  131000002 cycles:   81272154 heartbeat IPC: 1.01919 cumulative IPC: 1.00603 (Simulation time: 0 hr 4 min 1 sec) 
Heartbeat CPU  0 instructions:  132000000 cycles:   82248004 heartbeat IPC: 1.02475 cumulative IPC: 1.00660 (Simulation time: 0 hr 4 min 3 sec) 
Heartbeat CPU  0 instructions:  133000000 cycles:   83237228 heartbeat IPC: 1.01089 cumulative IPC: 1.00673 (Simulation time: 0 hr 4 min 5 sec) 
Heartbeat CPU  0 instructions:  134000001 cycles:   84227534 heartbeat IPC: 1.00979 cumulative IPC: 1.00682 (Simulation time: 0 hr 4 min 8 sec) 
Heartbeat CPU  0 instructions:  135000002 cycles:   85222615 heartbeat IPC: 1.00494 cumulative IPC: 1.00677 (Simulation time: 0 hr 4 min 10 sec) 
Heartbeat CPU  0 instructions:  136000000 cycles:   86215761 heartbeat IPC: 1.00690 cumulative IPC: 1.00677 (Simulation time: 0 hr 4 min 12 sec) 
Heartbeat CPU  0 instructions:  137000001 cycles:   87213223 heartbeat IPC: 1.00255 cumulative IPC: 1.00666 (Simulation time: 0 hr 4 min 14 sec) 
Heartbeat CPU  0 instructions:  138000003 cycles:   88203537 heartbeat IPC: 1.00978 cumulative IPC: 1.00674 (Simulation time: 0 hr 4 min 16 sec) 
Heartbeat CPU  0 instructions:  139000000 cycles:   89195459 heartbeat IPC: 1.00814 cumulative IPC: 1.00677 (Simulation time: 0 hr 4 min 18 sec) 
Heartbeat CPU  0 instructions:  140000000 cycles:   90946652 heartbeat IPC: 0.57104 cumulative IPC: 0.98793 (Simulation time: 0 hr 4 min 21 sec) 
Heartbeat CPU  0 instructions:  141000001 cycles:   91861496 heartbeat IPC: 1.09308 cumulative IPC: 0.99025 (Simulation time: 0 hr 4 min 23 sec) 
Heartbeat CPU  0 instructions:  142000001 cycles:   92769562 heartbeat IPC: 1.10124 cumulative IPC: 0.99263 (Simulation time: 0 hr 4 min 25 sec) 
Heartbeat CPU  0 instructions:  143000000 cycles:   93682464 heartbeat IPC: 1.09541 cumulative IPC: 0.99480 (Simulation time: 0 hr 4 min 27 sec) 
Heartbeat CPU  0 instructions:  144000000 cycles:   94581429 heartbeat IPC: 1.11239 cumulative IPC: 0.99720 (Simulation time: 0 hr 4 min 29 sec) 
Heartbeat CPU  0 instructions:  145000001 cycles:   95482073 heartbeat IPC: 1.11032 cumulative IPC: 0.99946 (Simulation time: 0 hr 4 min 31 sec) 
Heartbeat CPU  0 instructions:  146000001 cycles:   96383257 heartbeat IPC: 1.10965 cumulative IPC: 1.00162 (Simulation time: 0 hr 4 min 33 sec) 
Heartbeat CPU  0 instructions:  147000002 cycles:   97809911 heartbeat IPC: 0.70094 cumulative IPC: 0.99257 (Simulation time: 0 hr 4 min 35 sec) 
Heartbeat CPU  0 instructions:  148000000 cycles:   98809306 heartbeat IPC: 1.00060 cumulative IPC: 0.99273 (Simulation time: 0 hr 4 min 37 sec) 
